key,source,target
268/1/61#0,"Adjust settings to vary the drawing color. If using a brush tip image with a fixed color, these settings will not change the brush color.","Adjust settings to vary the drawing color. If using a brush tip image with a fixed color, these settings will not change the brush color."
268/1/62#0,Turn on [Watercolor edge] to add an edge to your brush strokes. Combine this with textures for a watercolor effect.,Turn on [Watercolor edge] to add an edge to your brush strokes. Combine this with textures for a watercolor effect.
268/1/63#0,Settings for erasing images on drawing part.,Settings for erasing images on drawing part.
268/1/64#0,Settings for correcting pen input,Settings for correcting pen input
268/1/65#0,Settings for correcting position and shape,Settings for correcting position and shape
268/1/66#0,Settings for starting and ending effects to brushstrokes.,Settings for starting and ending effects to brushstrokes.
268/1/67#0,"You can set a line art layer as a ""Reference layer,"" so that your brush strokes do not go outside the lines.","You can set a line art layer as a ""Reference layer,"" so that your brush strokes do not go outside the lines."
268/1/68#0,Settings for reference layer for deciding processing area.,Settings for reference layer for deciding processing area.
268/1/69#0,Settings related to the transformation mode.,Settings related to the transformation mode.
268/1/70#0,Settings related to grid points for mesh transformation.,Settings related to grid points for mesh transformation.
268/1/71#0,Settings for adjusting the mesh and pins for puppet warp.,Settings for adjusting the mesh and pins for puppet warp.
268/1/72#0,"Adjust the size, position or angle of image.","Adjust the size, position or angle of image."
268/1/73#0,Configure the image to be tiled.,Configure the image to be tiled.
268/1/74#0,"Adjust the size, position or angle of the layer mask","Adjust the size, position or angle of the layer mask"
268/1/75#0,Adjust display settings for all layers.,Adjust display settings for all layers.
268/1/76#0,General settings for focus lines.,General settings for focus lines.
268/1/77#0,General settings for speed lines.,General settings for speed lines.
268/1/78#0,Configure the setting for the gap between lines to draw.,Configure the setting for the gap between lines to draw.
268/1/79#0,Settings for the lengths of lines and the starting points of lines.,Settings for the lengths of lines and the starting points of lines.
268/1/80#0,Adjust settings related to the Tool Settings palette.,Adjust settings related to the Tool Settings palette.
268/1/81#0,Settings related to using the Text tool.,Settings related to using the Text tool.
268/1/82#0,"Settings for font and size of each character.
You can apply different setting to each character by selecting it and changing the setting.","Settings for font and size of each character.
You can apply different setting to each character by selecting it and changing the setting."
268/1/83#0,Settings for alignment of line space and line.,Settings for alignment of line space and line.
268/1/84#0,Settings for whole text such as Vertical/Horizontal writing.,Settings for whole text such as Vertical/Horizontal writing.
268/1/85#0,Settings for reading.,Settings for reading.
268/1/86#0,Settings for text input.,Settings for text input.
268/1/87#0,Enter by specifying from the text list.,Enter by specifying from the text list.
268/1/88#0,Settings for aligning text around a circle.,Settings for aligning text around a circle.
268/1/89#0,Adjust settings for text compatibility with earlier versions.,Adjust settings for text compatibility with earlier versions.
268/1/90#0,Settings for position and size of object.,Settings for position and size of object.
268/1/91#0,Change the mouse and gesture operations on 3D layers.,Change the mouse and gesture operations on 3D layers.
268/1/92#0,Select object from list.,Select object from list.
268/1/93#0,Adjust settings such as the camera angle.,Adjust settings such as the camera angle.
268/1/94#0,Adjust settings related to the camera lens.,Adjust settings related to the camera lens.
268/1/95#0,Settings for shadows.,Settings for shadows.
268/1/96#0,Settings for light.,Settings for light.
268/1/97#0,Settings to add a panorama texture.,Settings to add a panorama texture.
268/1/98#0,Settings for width and color of outline of 3D object.,Settings for width and color of outline of 3D object.
268/1/99#0,Settings for posing a 3D figure.,Settings for posing a 3D figure.
268/1/100#0,Settings for the hand pose of 3D figures.,Settings for the hand pose of 3D figures.
268/1/101#0,Settings for pose sequences made of multiple poses.,Settings for pose sequences made of multiple poses.
268/1/102#0,Configure manga perspective settings of an object.,Configure manga perspective settings of an object.
268/1/103#0,Change facial expression and hair style of 3D character.,Change facial expression and hair style of 3D character.
268/1/104#0,Adjust the body shape of the 3D drawing figure and the dimensions of each part.,Adjust the body shape of the 3D drawing figure and the dimensions of each part.
268/1/105#0,Adjust the shape of the 3D head model.,Adjust the shape of the 3D head model.
268/1/106#0,Adjust the facial features of the 3D head model.,Adjust the facial features of the 3D head model.
268/1/107#0,Adjust the shape of the 3D hand model.,Adjust the shape of the 3D hand model.
268/1/108#0,Adjust settings for the 3D hand pose.,Adjust settings for the 3D hand pose.
268/1/109#0,Adjust the features of the 3D hand model.,Adjust the features of the 3D hand model.
268/1/110#0,Change the layout of the interior elements of the 3D object.,Change the layout of the interior elements of the 3D object.
268/1/111#0,Change the shape and appearance of the 3D primitive,Change the shape and appearance of the 3D primitive
268/1/112#0,Edit settings for the texture appearance on the 3D primitive.,Edit settings for the texture appearance on the 3D primitive.
268/1/113#0,Edit settings for the normal map texture on the 3D primitive.,Edit settings for the normal map texture on the 3D primitive.
268/1/114#0,Set up a fog effect.,Set up a fog effect.
268/1/115#0,Settings for operation of 3D layer.,Settings for operation of 3D layer.
268/1/116#0,Settings for gradient.,Settings for gradient.
268/1/117#0,Settings for anti-aliasing of gradient.,Settings for anti-aliasing of gradient.
268/1/118#0,Settings for angle and size of gradient.,Settings for angle and size of gradient.
268/1/119#0,Adjust fill settings.,Adjust fill settings.
268/1/120#0,Settings for vector drawing.,Settings for vector drawing.
268/1/121#0,Settings for drawing balloons.,Settings for drawing balloons.
268/1/122#0,Settings for drawing frame borders.,Settings for drawing frame borders.
268/1/123#0,Settings for ruler,Settings for ruler
268/1/124#0,Settings for special ruler.,Settings for special ruler.
268/1/125#0,Settings for perspective ruler.,Settings for perspective ruler.
268/1/126#0,Set up your audio options.,Set up your audio options.
268/1/127#0,Set up options related to the 2D camera.,Set up options related to the 2D camera.
268/1/128#0,Settings for behavior of object tool.,Settings for behavior of object tool.
268/1/129#0,Zoom Settings.,Zoom Settings.
268/1/130#0,Settings for hand tool.,Settings for hand tool.
268/1/131#0,Settings for behavior of Rotate tool.,Settings for behavior of Rotate tool.
268/1/132#0,Settings for behavior of copy stamp tool.,Settings for behavior of copy stamp tool.
268/1/133#0,Settings for behavior of dot pen.,Settings for behavior of dot pen.
268/1/134#0,Settings for creating selection areas and dragging.,Settings for creating selection areas and dragging.
268/1/135#0,Settings for shape of figure.,Settings for shape of figure.
268/1/136#0,Settings related to the lasso tool,Settings related to the lasso tool
268/1/137#0,Settings for Straight line/Curve.,Settings for Straight line/Curve.
268/1/138#0,Settings for Polyline/Continuous curve.,Settings for Polyline/Continuous curve.
268/1/139#0,About simple rectangle,About simple rectangle
268/1/140#0,Settings for the tool to move layer.,Settings for the tool to move layer.
268/1/141#0,Settings for picking a color and the range to pick,Settings for picking a color and the range to pick
268/1/142#0,Settings for the tool to select layer.,Settings for the tool to select layer.
268/1/143#0,About object,About object
268/1/144#0,Settings for how to operate transformation and center of rotation.,Settings for how to operate transformation and center of rotation.
268/1/145#0,Adjustment of strength of pen pressure input from tablet.,Adjustment of strength of pen pressure input from tablet.
268/1/146#0,Settings for area for filling.,Settings for area for filling.
268/1/147#0,Settings for the colors and areas that will be filled with the “Enclose and fill” tool.,Settings for the colors and areas that will be filled with the “Enclose and fill” tool.
268/1/148#0,Settings for pattern of gradient.,Settings for pattern of gradient.
268/1/149#0,Settings for recognizing and removing dust.,Settings for recognizing and removing dust.
268/1/150#0,Adjust settings for how the freeform gradient recognizes border colors and how the colors blend.,Adjust settings for how the freeform gradient recognizes border colors and how the colors blend.
268/1/151#0,Configure settings to include perimeter lines drawn in a specific color when filling.,Configure settings to include perimeter lines drawn in a specific color when filling.
268/1/152#0,Settings for border and layer when creating frame.,Settings for border and layer when creating frame.
268/1/153#0,Settings for creating balloon.,Settings for creating balloon.
268/1/154#0,You can add tail to balloon with this tool.,You can add tail to balloon with this tool.
268/1/155#0,Settings for whole text such as Vertical/Horizontal writing and alignment.,Settings for whole text such as Vertical/Horizontal writing and alignment.
268/1/156#0,You can move and Add/Delete control point of vector and ruler with this tool.,You can move and Add/Delete control point of vector and ruler with this tool.
268/1/157#0,You can simplify control point of vector and ruler with this tool and make them easy to operate.,You can simplify control point of vector and ruler with this tool and make them easy to operate.
268/1/158#0,You can pinch and transform line of vector and ruler with this tool.,You can pinch and transform line of vector and ruler with this tool.
268/1/159#0,You can partially redraw line shape of vector and ruler with this tool.,You can partially redraw line shape of vector and ruler with this tool.
268/1/160#0,You can adjust line width of vector with this tool after finishing work.,You can adjust line width of vector with this tool after finishing work.
268/1/161#0,You can partially redraw line width of vector with this tool.,You can partially redraw line width of vector with this tool.
268/1/162#0,Select location to create ruler.,Select location to create ruler.
268/1/163#0,Select a special ruler to create and adjust its settings. You can use special rulers to more easily draw focus lines or speed lines.,Select a special ruler to create and adjust its settings. You can use special rulers to more easily draw focus lines or speed lines.
268/1/164#0,Select processing for perspective ruler.,Select processing for perspective ruler.
268/1/165#0,Select symmetrical ruler and how to create it.,Select symmetrical ruler and how to create it.
268/1/166#0,You can divide the frame border folder with this tool.,You can divide the frame border folder with this tool.
268/1/167#0,Settings for how to operate figure.,Settings for how to operate figure.
268/1/168#0,Settings for operation of cels in light tables.,Settings for operation of cels in light tables.
268/1/169#0,Settings for operation of timeline.,Settings for operation of timeline.
268/1/170#0,Settings related to Liquify.,Settings related to Liquify.
268/1/171#0,Reset all settings to default,Reset all settings to default
268/1/172#0,Reset selected tool to default settings,Reset selected tool to default settings
268/1/173#0,Save all settings as default,Save all settings as default
268/1/174#0,Save current settings as default for this tool,Save current settings as default for this tool
268/1/175#0,Show category,Show category
268/1/176#0,Show category name (label) on Tool Settings palette,Show category name (label) on Tool Settings palette
268/1/177#0,Switch category,Switch category
268/1/178#0,Switch to previous category,Switch to previous category
268/1/179#0,Switch to next category,Switch to next category
268/1/183#0,Switch to on-screen keyboard,Switch to on-screen keyboard
268/1/184#0,Brush tip shape,Brush tip shape
268/1/185#0,Add brush tip shape,Add brush tip shape
268/1/186#0,Delete selected brush tip shape,Delete selected brush tip shape
268/1/187#0,Set how brush tip shapes repeat,Set how brush tip shapes repeat
268/1/190#0,Do not repeat,Do not repeat
268/1/193#0,Select brush tip shape,Select brush tip shape
268/1/194#0,"Click here and 
add tip shape","Click here and 
add tip shape"
268/1/2#0,Copy value,Copy value
268/1/3#0,Copy to all tools within this group,Copy to all tools within this group
268/1/4#0,Copy to all tools within this tool,Copy to all tools within this tool
268/1/5#0,Copy to all tools,Copy to all tools
268/1/6#0,Copy displayed status,Copy displayed status
268/1/7#0,Copy to all tools within this group,Copy to all tools within this group
268/1/8#0,Copy to all tools within this tool,Copy to all tools within this tool
268/1/9#0,Copy to all tools,Copy to all tools
268/1/11#0,Show slider,Show slider
268/1/12#0,Show indicator,Show indicator
268/1/13#0,Indicator settings,Indicator settings
268/1/17#0,Show all,Show all
268/1/18#0,Close all,Close all
269/1/11#0,%s Dynamics,%s Dynamics
269/1/12#0,Input affecting %s,Input affecting %s
269/1/13#0,Minimum value,Minimum value
269/1/14#0,Maximum value,Maximum value
269/1/15#0,Pen pressure,Pen pressure
269/1/16#0,Link to pen pressure,Link to pen pressure
269/1/17#0,Change scale (%) when output is minimum due to pen pressure,Change scale (%) when output is minimum due to pen pressure
269/1/19#0,Link to tilt of tablet pen (if tilt can be detected),Link to tilt of tablet pen (if tilt can be detected)
269/1/20#0,Change scale (%) when output is minimum due to tilt,Change scale (%) when output is minimum due to tilt
269/1/21#0,Change scale (%) when output is maximum due to tilt,Change scale (%) when output is maximum due to tilt
269/1/23#0,Link to pen velocity,Link to pen velocity
269/1/24#0,Change scale (%) when output is minimum due to pen pressure,Change scale (%) when output is minimum due to pen pressure
269/1/26#0,Randomize the value when drawing,Randomize the value when drawing
269/1/27#0,Change scale (%) when random value is minimum,Change scale (%) when random value is minimum
269/1/28#0,Pen pressure settings,Pen pressure settings
269/1/29#0,Specify output amount against pen pressure by curve,Specify output amount against pen pressure by curve
269/1/30#0,Pen pressure,Pen pressure
269/1/36#0,Tilt settings,Tilt settings
269/1/37#0,Specify output amount against tilt of tablet pen by curve,Specify output amount against tilt of tablet pen by curve
269/1/41#0,Velocity settings,Velocity settings
269/1/42#0,Specify output amount against velocity by a curve,Specify output amount against velocity by a curve
269/1/49#0,Direction of pen,Direction of pen
269/1/50#0,Align pen tilt with tablet pen (when direction can be detected),Align pen tilt with tablet pen (when direction can be detected)
269/1/51#0,Pen tilt,Pen tilt
269/1/52#0,Follow angle when drawing stylus is tilted (only when the angle can be detected),Follow angle when drawing stylus is tilted (only when the angle can be detected)
269/1/53#0,Direction of line,Direction of line
269/1/54#0,Follow direction of drawing line,Follow direction of drawing line
269/1/55#0,Direction of whole spray,Direction of whole spray
269/1/56#0,Adjust direction of each pattern with direction of whole spray,Adjust direction of each pattern with direction of whole spray
269/1/57#0,Spray toward center,Spray toward center
269/1/58#0,Adjust to center point of scatter (where mouse or tablet pen are located),Adjust to center point of scatter (where mouse or tablet pen are located)
269/1/59#0,Adjust to center point of scatter (where tablet pen or finger are located),Adjust to center point of scatter (where tablet pen or finger are located)
269/1/60#0,Starting and ending effect dynamics,Starting and ending effect dynamics
269/1/62#0,Lock tool and do not save changes,Lock tool and do not save changes
269/1/63#0,Default settings,Default settings
269/1/64#0,Reset selected tool to default settings,Reset selected tool to default settings
269/1/65#0,Enable to show hidden parameter,Enable to show hidden parameter
269/1/67#0,Open Advanced Tool Settings to access more settings or add them to the Tool Settings palette,Open Advanced Tool Settings to access more settings or add them to the Tool Settings palette
269/1/3#0,Reset to default,Reset to default
269/1/4#0,Save as default,Save as default
269/1/5#0,Show category,Show category
269/1/6#0,Show stroke preview,Show stroke preview
269/1/7#0,Show command bar,Show command bar
269/1/69#0,No settings,No settings
269/1/71#0,Select paper texture material,Select paper texture material
269/1/72#0,Apply brush shape,Apply brush shape
269/1/74#0,Delete brush shape,Delete brush shape
269/1/75#0,Select brush shape,Select brush shape
269/1/76#0,Apply selected brush shape to tool,Apply selected brush shape to tool
269/1/77#0,Change name of selected brush shape,Change name of selected brush shape
269/1/78#0,Delete selected brush shape,Delete selected brush shape
269/1/79#0,[Editing %s%s],[Editing %s%s]
269/1/82#0,Image material,Image material
269/1/85#0,Frame Border,Frame Border
270/1/2#0,Setting name,Setting name
270/1/4#0,Order of switching tools,Order of switching tools
270/1/6#0,Sort ascending,Sort ascending
270/1/8#0,Sort descending,Sort descending
271/1/20#0,Tool Rotation Settings ,Tool Rotation Settings 
271/1/21#0,Number of items,Number of items
271/1/12#0,Invert tool line-up,Invert tool line-up
271/1/22#0,Delete tool from line-up,Delete tool from line-up
271/1/23#0,Order of switching tools,Order of switching tools
271/1/24#0,Sort ascending,Sort ascending
271/1/25#0,Sort descending,Sort descending
271/1/26#0,Please enter name.,Please enter name.
271/1/27#0,New Tool Rotation %d,New Tool Rotation %d
271/1/28#0,Copy of %s,Copy of %s
271/1/29#0,Delete %s. Do you want to proceed?,Delete %s. Do you want to proceed?
271/1/30#0,Do you want to revert the Tool Rotation Settings to their original defaults?,Do you want to revert the Tool Rotation Settings to their original defaults?
271/1/31#0,Deleting the currently selected tool from the line-up. Do you want to proceed?,Deleting the currently selected tool from the line-up. Do you want to proceed?
271/1/32#0,Default Settings,Default Settings
271/1/2#0,Create new settings,Create new settings
271/1/3#0,Delete settings,Delete settings
271/1/4#0,Duplicate settings,Duplicate settings
271/1/5#0,Edit settings,Edit settings
272/1/6#0,Rename tool,Rename tool
272/1/7#0,Please enter name.,Please enter name.
273/1/8#0,Switch tool temporarily,Switch tool temporarily
274/1/18#0,Which mode will you choose?,Which mode will you choose?
274/1/19#0,You can switch modes from inside the app at anytime,You can switch modes from inside the app at anytime
274/1/20#0,"Sketch and paint with
a basic interface and tools","Sketch and paint with
a basic interface and tools"
274/1/21#0,"Quick access to all tools
for every type of project","Quick access to all tools
for every type of project"
274/1/9#0,Simple Mode,Simple Mode
274/1/11#0,Studio Mode,Studio Mode
274/1/3#0,"Choose your
drawing mode","Choose your
drawing mode"
274/1/5#0,"Clean & simple
For sketching and painting","Clean & simple
For sketching and painting"
274/1/13#0,Start here!,Start here!
274/1/7#0,"Complete with all features
For comics and animation","Complete with all features
For comics and animation"
274/1/15#0,For experienced artists,For experienced artists
274/1/17#0,You can switch between modes later,You can switch between modes later
275/1/12#0,Combine frames,Combine frames
275/1/3#0,Combine folder,Combine folder
275/1/5#0,Combine border,Combine border
275/1/7#0,Combine only folder,Combine only folder
275/1/9#0,Create common folder,Create common folder
276/1/13#0,Wacom Yuify,Wacom Yuify
276/1/4#0,"Yuify is a service provided by Wacom.
When using ""Export micromark"" or ""Inspect an image with Yuifinder"", the image will be sent and processed by Wacom Yuify servers.

Wacom Yuify is a service that allows artists to protect their artwork, manage usage rights, and establish legally binding license permissions. Yuify enables artists to secure their exports by embedding a unique digital ID with a permanent record of registration, which can be used to trace it back to the artist who registered.

Artists can secure their artwork with Clip Studio Paint directly and manage their licenses on the Yuify platform. Interested parties can request licenses on Yuify and sign agreements directly with the artist using the platform.

Yuify is meant to act as a digital rights management platform where artists can conveniently manage authorship records and sign licenses and contracts.","Yuify is a service provided by Wacom.
When using ""Export micromark"" or ""Inspect an image with Yuifinder"", the image will be sent and processed by Wacom Yuify servers.

Wacom Yuify is a service that allows artists to protect their artwork, manage usage rights, and establish legally binding license permissions. Yuify enables artists to secure their exports by embedding a unique digital ID with a permanent record of registration, which can be used to trace it back to the artist who registered.

Artists can secure their artwork with Clip Studio Paint directly and manage their licenses on the Yuify platform. Interested parties can request licenses on Yuify and sign agreements directly with the artist using the platform.

Yuify is meant to act as a digital rights management platform where artists can conveniently manage authorship records and sign licenses and contracts."
276/1/7#0,Starting Wacom Yuify...,Starting Wacom Yuify...
276/1/14#0,Please access Wacom Yuify in your browser to complete the connection.,Please access Wacom Yuify in your browser to complete the connection.
276/1/10#0,Connected to Wacom Yuify.,Connected to Wacom Yuify.
277/1/18#0,Yuify settings,Yuify settings
277/1/16#0,Reconnect to Yuify,Reconnect to Yuify
277/1/19#0,Learn more about the settings here,Learn more about the settings here
277/1/20#0,About Yuify,About Yuify
277/1/4#0,Artist name:,Artist name:
277/1/21#0,Email address,Email address
277/1/10#0,Export format,Export format
277/1/12#0,Export as JPEG,Export as JPEG
277/1/14#0,Export as PNG,Export as PNG
277/1/22#0,Enter the artist name,Enter the artist name
277/1/23#0,Please enter the title.,Please enter the title.
278/1/52#0,Watermark settings,Watermark settings
278/1/19#0,From photo library,From photo library
278/1/53#0,From device,From device
278/1/23#0,Blending mode,Blending mode
278/1/54#0,Tiling mode,Tiling mode
278/1/32#0,Tiling direction,Tiling direction
278/1/6#0,Reset transformation,Reset transformation
278/1/55#0,Watermark file settings,Watermark file settings
278/1/56#0,Image file|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp,Image file|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp
278/1/57#0,"No image selected in Watermark Settings. 
Do you want to export without a watermark?","No image selected in Watermark Settings. 
Do you want to export without a watermark?"
278/1/58#0,Failed to import image,Failed to import image
278/1/48#0,Preview Page,Preview Page
278/1/59#0,Page %d,Page %d
278/1/60#0,Pages %d - %d,Pages %d - %d
278/1/51#0,Set as cover page/back cover page,Set as cover page/back cover page
278/1/61#0,Importing page files,Importing page files
278/1/46#0,"The current page and watermark preview may not be displayed accurately.
Some of the “Output image” settings are not reflected.","The current page and watermark preview may not be displayed accurately.
Some of the “Output image” settings are not reflected."
278/1/62#0,You cannot create a preview with a height or width exceeding %d pixels in this format.,You cannot create a preview with a height or width exceeding %d pixels in this format.
278/1/36#0,Noise pattern,Noise pattern
279/1/71#0,Export webtoon,Export webtoon
279/1/3#0,Export to,Export to
279/1/7#0,File format,File format
279/1/72#0,File name,File name
279/1/21#0,Output size,Output size
279/1/24#0,Scale ratio from original data,Scale ratio from original data
279/1/30#0,Specify width,Specify width
279/1/36#0,Page range,Page range
279/1/39#0,All pages,All pages
279/1/41#0,Specify pages,Specify pages
279/1/43#0,Start page,Start page
279/1/47#0,End page,End page
279/1/51#0,File export settings,File export settings
279/1/54#0,Export pages separately,Export pages separately
279/1/56#0,Export as one continuous page,Export as one continuous page
279/1/58#0,Divide vertically,Divide vertically
279/1/63#0,No. of files,No. of files
279/1/66#0,Total height,Total height
279/1/16#0,Embed ICC profile,Embed ICC profile
279/1/17#0,ICC profile to embed,ICC profile to embed
279/1/75#0,Select a folder to export to.,Select a folder to export to.
279/1/76#0,"A file with the same name may already exist in the selected folder. 
Do you want to replace the current file?","A file with the same name may already exist in the selected folder. 
Do you want to replace the current file?"
279/1/77#0,A folder with the same name already exists. Would you like to save the file to the existing folder?,A folder with the same name already exists. Would you like to save the file to the existing folder?
279/1/78#0,A file with the same name as the folder already exists.,A file with the same name as the folder already exists.
279/1/79#0,The end page number must be higher than the start page number.,The end page number must be higher than the start page number.
279/1/80#0,Please change the division height to be less than the total height.,Please change the division height to be less than the total height.
279/1/81#0,This includes pages with a height exceeding %d px. Please use the Divide vertically setting to export.,This includes pages with a height exceeding %d px. Please use the Divide vertically setting to export.
279/1/82#0,The total height exceeds %d px. Please use the Divide vertically setting to export.,The total height exceeds %d px. Please use the Divide vertically setting to export.
279/1/83#0,The number of files after division exceeds %d. Please increase the length of each page.,The number of files after division exceeds %d. Please increase the length of each page.
279/1/84#0,"The specified pages have different resolutions, so they will all be exported in web quality.
Proceed?","The specified pages have different resolutions, so they will all be exported in web quality.
Proceed?"
280/1/14#0,On-screen area settings (webtoon),On-screen area settings (webtoon)
280/1/11#0,Fill outside the webtoon view area,Fill outside the webtoon view area
281/1/16#0,CLIP STUDIO TABMATE Settings,CLIP STUDIO TABMATE Settings
281/1/6#0,Edit mode name,Edit mode name
281/1/18#0,Edit mode name,Edit mode name
281/1/19#0,Solid Red,Solid Red
281/1/20#0,Solid Blue,Solid Blue
281/1/21#0,Flash Red,Flash Red
281/1/22#0,Flash Blue,Flash Blue
281/1/23#0,+ Button,+ Button
281/1/24#0,- Button,- Button
281/1/25#0,A button,A button
281/1/26#0,B button,B button
281/1/27#0,C button,C button
281/1/28#0,D button,D button
281/1/29#0,Turn up,Turn up
281/1/30#0,Turn down,Turn down
281/1/32#0,Trigger button,Trigger button
281/1/37#0,Q button,Q button
281/1/39#0,Direction pad,Direction pad
281/1/40#0,%d ms,%d ms
281/1/41#0,Do you want to revert the CLIP STUDIO TABMATE Settings to their original defaults?,Do you want to revert the CLIP STUDIO TABMATE Settings to their original defaults?
282/1/21#0,Workspace import settings,Workspace import settings
282/1/10#0,Shortcut settings,Shortcut settings
282/1/12#0,Command bar layout,Command bar layout
282/1/14#0,Preferences -> Unit settings,Preferences -> Unit settings
282/1/7#0,Additional settings to import,Additional settings to import
282/1/16#0,Always check when loading workspace ,Always check when loading workspace 
282/1/5#0,The palette layout and view settings will be imported from new workspaces.,The palette layout and view settings will be imported from new workspaces.
282/1/22#0,"It is possible to change this dialog settings from
Windows -> Workspace-> Workspace import settings
 at any time.","It is possible to change this dialog settings from
Windows -> Workspace-> Workspace import settings
 at any time."
283/1/1#0,日本語,日本語
283/1/3#0,简体中文,简体中文
283/1/4#0,繁體中文,繁體中文
283/1/5#0,Français,Français
283/1/6#0,Español,Español
283/1/7#0,한국어,한국어
283/1/9#0,Português,Português
283/1/11#0,ไทย,ไทย
285/1/3#0,/allow/gd.html?page=assets-simple-brush:%s,/allow/gd.html?page=assets-simple-brush:%s
285/1/8#0,/allow/gd.html?page=assets-colorpatterns:%s,/allow/gd.html?page=assets-colorpatterns:%s
285/1/9#0,/allow/gd.html?page=assets-3dheadmodels:%s,/allow/gd.html?page=assets-3dheadmodels:%s
285/1/10#0,/allow/gd.html?page=assets-3ddrawingfigures:%s,/allow/gd.html?page=assets-3ddrawingfigures:%s
285/1/11#0,/allow/gd.html?page=assets-environment-light-material:%s,/allow/gd.html?page=assets-environment-light-material:%s
285/1/12#0,/allow/gd.html?page=assets-3d-primitive-texture:%s,/allow/gd.html?page=assets-3d-primitive-texture:%s
285/1/14#0,/allow/gd.html?page=assets-gradation-set:%s,/allow/gd.html?page=assets-gradation-set:%s
285/1/16#0,/allow/gd.html?page=simple-material-palette:%s,/allow/gd.html?page=simple-material-palette:%s
286/1/1#0,BL K,BL K
286/1/2#0,BOKEH L,BOKEH L
286/1/3#0,BOKEH M,BOKEH M
286/1/4#0,BOKEH S,BOKEH S
286/1/9#0,CAM SHAKE L,CAM SHAKE L
286/1/10#0,CAM SHAKE M,CAM SHAKE M
286/1/11#0,CAM SHAKE S,CAM SHAKE S
286/1/19#0,D TU,D TU
286/1/20#0,D TB,D TB
286/1/26#0,Focus IN,Focus IN
286/1/27#0,Focus Out,Focus Out
286/1/35#0,HI CON,HI CON
286/1/36#0,Handy L,Handy L
286/1/37#0,Handy M,Handy M
286/1/38#0,Handy S,Handy S
286/1/43#0,I Light,I Light
286/1/45#0,Lens Flare,Lens Flare
286/1/46#0,Lens Ghost,Lens Ghost
286/1/54#0,PAN DOWN,PAN DOWN
286/1/55#0,PAN TB,PAN TB
286/1/56#0,PAN TU,PAN TU
286/1/57#0,PAN UP,PAN UP
286/1/60#0,Q TB,Q TB
286/1/61#0,Q TU,Q TU
286/1/62#0,Rack Focus,Rack Focus
286/1/64#0,Rotate TB,Rotate TB
286/1/65#0,Rotate TU,Rotate TU
286/1/66#0,Radial Filter,Radial Filter
286/1/67#0,Radial Blur,Radial Blur
286/1/72#0,Stream Filter,Stream Filter
286/1/73#0,Stream Blur,Stream Blur
286/1/74#0,Shadow Burst,Shadow Burst
286/1/79#0,Tuke Pan,Tuke Pan
286/1/80#0,Tflash Aura,Tflash Aura
286/1/81#0,Tflash Burst,Tflash Burst
286/1/82#0,Tflash Cross,Tflash Cross
286/1/83#0,Tflash Pinhole,Tflash Pinhole
286/1/85#0,W K,W K
286/1/88#0,WaveGlass L,WaveGlass L
286/1/89#0,WaveGlass M,WaveGlass M
286/1/90#0,WaveGlass S,WaveGlass S
287/1/1#0,DC3コンテンツ再生中,DC3コンテンツ再生中
287/1/2#0,"このキャンバスは保存不可のためタイムラプスの書き出しができません。
記録されているタイムラプスのプレビューを確認するために書き出しダイアログを開くことは可能です。

ダイアログを開きますか?","このキャンバスは保存不可のためタイムラプスの書き出しができません。
記録されているタイムラプスのプレビューを確認するために書き出しダイアログを開くことは可能です。

ダイアログを開きますか?"
287/1/4#0,Save as,Save as
287/1/5#0,Save Duplicate,Save Duplicate
287/1/6#0,Export (Single Layer),Export (Single Layer)
287/1/7#0, Copy, Copy
287/1/8#0,Save file object,Save file object
287/1/9#0,Change file,Change file
287/1/10#0,Unable to edit this file because project contains data which cannot be used in this version.,Unable to edit this file because project contains data which cannot be used in this version.
287/1/11#0,"You cannot edit this project because it contains data which cannot be used in this version.
Please try one of the following to edit this canvas:

・Open the file in the version you created it in (Version 1.13.0 or later)
 and save a copy in compatibility mode after changing the settings in Preferences > File details.
・If you are using DEBUT, change your license to PRO or EX.","You cannot edit this project because it contains data which cannot be used in this version.
Please try one of the following to edit this canvas:

・Open the file in the version you created it in (Version 1.13.0 or later)
 and save a copy in compatibility mode after changing the settings in Preferences > File details.
・If you are using DEBUT, change your license to PRO or EX."
287/1/12#0,Unable to edit some layers because they contain data which cannot be used in this version.,Unable to edit some layers because they contain data which cannot be used in this version.
287/1/13#0,"Convert CMYK color data to RGB color data and import it.
Use [Save Duplicate] or [Export (Single Layer)] to save the data again in CMYK color format.","Convert CMYK color data to RGB color data and import it.
Use [Save Duplicate] or [Export (Single Layer)] to save the data again in CMYK color format."
287/1/14#0,Error has been detected when importing data.,Error has been detected when importing data.
287/1/16#0,See details here,See details here
287/1/17#0,Part of image failed to be imported because layer image or layer mask was corrupted.,Part of image failed to be imported because layer image or layer mask was corrupted.
287/1/18#0,Read only,Read only
