key,source,target
58/1/248#0,Circular text,Circular text
58/1/251#0,Space evenly,Space evenly
58/1/253#0,Process whole line,Process whole line
58/1/254#0,All layers,All layers
58/1/255#0,Snap to symmetry ruler,Snap to symmetry ruler
58/1/258#0,Smooth corner,Smooth corner
58/1/259#0,Process whole line,Process whole line
58/1/260#0,Convert curve,Convert curve
58/1/261#0,Connect lines,Connect lines
58/1/262#0,Connect lines in different attribute,Connect lines in different attribute
58/1/263#0,Delete short lines,Delete short lines
58/1/264#0,Fix end,Fix end
58/1/265#0,Pinch level,Pinch level
58/1/266#0,Effect range,Effect range
58/1/267#0,Add control point,Add control point
58/1/268#0,Connect lines,Connect lines
58/1/270#0,Add control point and correct,Add control point and correct
58/1/271#0,Smoothening range,Smoothening range
58/1/272#0,Create on editing layer,Create on editing layer
58/1/274#0,Special ruler,Special ruler
58/1/276#0,Keep aspect ratio,Keep aspect ratio
58/1/277#0,Adjust angle after fixed,Adjust angle after fixed
58/1/278#0,Snap angle,Snap angle
58/1/280#0,Change perspective type,Change perspective type
58/1/281#0,Add fisheye,Add fisheye
58/1/282#0,Number of lines,Number of lines
58/1/283#0,Line symmetry,Line symmetry
58/1/284#0,Shape of division,Shape of division
58/1/285#0,Space of frame border in Preferences,Space of frame border in Preferences
58/1/286#0,Vertical gutter,Vertical gutter
58/1/287#0,Horizontal gutter,Horizontal gutter
58/1/288#0,Dividing method,Dividing method
58/1/293#0,Only refer to editing area,Only refer to editing area
58/1/294#0,Draw border,Draw border
58/1/295#0,Snap lines to selected frame borders,Snap lines to selected frame borders
58/1/296#0,Hide overlapping frame borders,Hide overlapping frame borders
58/1/297#0,Main color,Main color
58/1/298#0,Sub color,Sub color
58/1/300#0,Line color,Line color
58/1/301#0,Fill color,Fill color
58/1/302#0,Fill opacity,Fill opacity
58/1/305#0,Interpolation method,Interpolation method
58/1/306#0,Change vector width,Change vector width
58/1/307#0,Rotation center,Rotation center
58/1/308#0,Reference point,Reference point
58/1/309#0,Rotate bounding box,Rotate bounding box
58/1/311#0,Position unit,Position unit
58/1/312#0,Scale ratio/Rotation angle,Scale ratio/Rotation angle
58/1/313#0,Adjust position,Adjust position
58/1/317#0,Transform mask,Transform mask
58/1/319#0,Center of rotation,Center of rotation
58/1/320#0,"Top left, Top right, Bottom left, and Bottom right","Top left, Top right, Bottom left, and Bottom right"
58/1/321#0,Rotation center,Rotation center
58/1/322#0,Layer opacity,Layer opacity
58/1/323#0,Camera angle,Camera angle
58/1/325#0,Link camera advancing/retreating,Link camera advancing/retreating
58/1/326#0,Projection Method,Projection Method
58/1/327#0,Projection Scale,Projection Scale
58/1/328#0,Camera role,Camera role
58/1/329#0,Camera position,Camera position
58/1/330#0,Focal point position,Focal point position
58/1/331#0,Adapt view to object,Adapt view to object
58/1/332#0,Duplicate current camera,Duplicate current camera
58/1/333#0,Current camera,Current camera
58/1/334#0,Center object,Center object
58/1/335#0,Vertical perspective,Vertical perspective
58/1/337#0,Reset adjustment,Reset adjustment
58/1/338#0,Lens settings,Lens settings
58/1/339#0,Lens shift,Lens shift
58/1/341#0,Light Source,Light Source
58/1/344#0,Camera list,Camera list
58/1/345#0,Attachment point,Attachment point
58/1/347#0,Object scale,Object scale
58/1/349#0,Whole rotation,Whole rotation
58/1/354#0,Fast view,Fast view
58/1/356#0,Rendering settings,Rendering settings
58/1/357#0,Physics simulation,Physics simulation
58/1/358#0,Physical settings,Physical settings
58/1/359#0,Display settings for editing,Display settings for editing
58/1/360#0,Shadow resolution,Shadow resolution
58/1/361#0,Partial rotation,Partial rotation
58/1/363#0,Hand pose,Hand pose
58/1/364#0,Joint angle limit,Joint angle limit
58/1/365#0,Lock joint,Lock joint
58/1/366#0,Change model,Change model
58/1/367#0,Flip Horizontal,Flip Horizontal
58/1/368#0,Initial pose,Initial pose
58/1/370#0,Register material,Register material
58/1/371#0,Mirror pose,Mirror pose
58/1/372#0,Straighten pose,Straighten pose
58/1/373#0,Hand pose,Hand pose
58/1/374#0,Hand pose,Hand pose
58/1/375#0,Hand Scanner,Hand Scanner
58/1/376#0,Hand setup,Hand setup
58/1/377#0,Pose sequence,Pose sequence
58/1/378#0,Pose number,Pose number
58/1/379#0,Register pose sequence as material,Register pose sequence as material
58/1/380#0,Lock position,Lock position
58/1/381#0,Expression settings,Expression settings
58/1/383#0,Initial body shape/Register material,Initial body shape/Register material
58/1/384#0,Change body shape,Change body shape
58/1/386#0,Head to body ratio,Head to body ratio
58/1/387#0,Adjust head to body ratio with height,Adjust head to body ratio with height
58/1/388#0,Show 3D model hand,Show 3D model hand
58/1/389#0,Register material,Register material
58/1/390#0,Face Mixer,Face Mixer
58/1/391#0,Facial features,Facial features
58/1/392#0,Register shape as material,Register shape as material
58/1/393#0,Initial pose / Register material,Initial pose / Register material
58/1/394#0,Flip left/right,Flip left/right
58/1/395#0,Hand mixer,Hand mixer
58/1/396#0,Adjust parts,Adjust parts
58/1/397#0,Show hand details,Show hand details
58/1/398#0,Manga perspective,Manga perspective
58/1/399#0,Collision Correction,Collision Correction
58/1/400#0,Light Source,Light Source
58/1/401#0,Ambient light,Ambient light
58/1/402#0,Directional light,Directional light
58/1/403#0,Posterization of light source,Posterization of light source
58/1/404#0,Apply light source,Apply light source
58/1/405#0,Cast shadows,Cast shadows
58/1/408#0,Directional light,Directional light
58/1/409#0,Enable fog,Enable fog
58/1/410#0,Fog type,Fog type
58/1/413#0,Auto adjust start position and depth,Auto adjust start position and depth
58/1/414#0,Start position,Start position
58/1/417#0,Register material,Register material
58/1/418#0,General primitive,General primitive
58/1/419#0,Number of divisions,Number of divisions
58/1/420#0,Follow camera,Follow camera
58/1/421#0,Show wireframe,Show wireframe
58/1/426#0,Scale ratio,Scale ratio
58/1/431#0,Register material,Register material
58/1/432#0,Fisheye perspective,Fisheye perspective
58/1/433#0,Rotation angle,Rotation angle
58/1/434#0,Export as panorama image,Export as panorama image
58/1/435#0,UV Map,UV Map
58/1/437#0,Right drag,Right drag
58/1/438#0,Middle-click + drag,Middle-click + drag
58/1/439#0,Mouse wheel,Mouse wheel
58/1/440#0,Enable touch gestures,Enable touch gestures
58/1/441#0,Adjust camera with touch gestures,Adjust camera with touch gestures
58/1/447#0,Register material,Register material
58/1/450#0,Morph expression,Morph expression
58/1/451#0,Register material,Register material
58/1/452#0,Batch export textures,Batch export textures
58/1/453#0,Snap lines to selected rulers,Snap lines to selected rulers
58/1/454#0,Snap lines to selected rulers,Snap lines to selected rulers
58/1/457#0,Snap lines to selected rulers,Snap lines to selected rulers
58/1/458#0,Fix eye level,Fix eye level
58/1/459#0,Horizontalize eye level,Horizontalize eye level
58/1/460#0,Only snap to vanishing points with a guide line,Only snap to vanishing points with a guide line
58/1/461#0,Fisheye perspective,Fisheye perspective
58/1/462#0,Distortion strength,Distortion strength
58/1/463#0,Field of view,Field of view
58/1/465#0,Keep aspect ratio,Keep aspect ratio
58/1/466#0,Auto action settings,Auto action settings
58/1/467#0,Keep original image,Keep original image
58/1/468#0,Main color,Main color
58/1/469#0,Sub color,Sub color
58/1/471#0,Fill center,Fill center
58/1/472#0,Fill opacity,Fill opacity
58/1/473#0,Fill settings,Fill settings
58/1/474#0,Select how to fill from gradient and monochrome fill.,Select how to fill from gradient and monochrome fill.
58/1/475#0,Shape: Size,Shape: Size
58/1/476#0,Set width of gradient.,Set width of gradient.
58/1/477#0,Shape: Angle,Shape: Angle
58/1/478#0,Set angle of gradient.  It can be used for straight line or ellipse.,Set angle of gradient.  It can be used for straight line or ellipse.
58/1/479#0,Shape: Thickness,Shape: Thickness
58/1/480#0,Set thickness of ellipse when shape of gradient is ellipse.,Set thickness of ellipse when shape of gradient is ellipse.
58/1/482#0,Set method of operating black line drawn in the layer for painting.,Set method of operating black line drawn in the layer for painting.
58/1/483#0,Transparent color,Transparent color
58/1/484#0,"When painting in an area filled with one color, set an operation for a transparent part around it. If referring to another layer, even a part where a line is drawn in another layer will be regarded as transparency if there is no drawing in a layer for paint.","When painting in an area filled with one color, set an operation for a transparent part around it. If referring to another layer, even a part where a line is drawn in another layer will be regarded as transparency if there is no drawing in a layer for paint."
58/1/485#0,Output settings,Output settings
58/1/486#0,[Output Settings] is displayed and you can set output settings for gradient.,[Output Settings] is displayed and you can set output settings for gradient.
58/1/488#0,Choose whether to move to the next frame or the previous frame when clicking.,Choose whether to move to the next frame or the previous frame when clicking.
58/1/490#0,Choose whether to move to the surrounding frames when dragging left or right.,Choose whether to move to the surrounding frames when dragging left or right.
58/1/491#0,Reference overflow frame,Reference overflow frame
58/1/492#0,Recognize overflow frame as border line.,Recognize overflow frame as border line.
58/1/493#0,Do not fill this color,Do not fill this color
58/1/494#0,The specified color will not be filled even if clicked.,The specified color will not be filled even if clicked.
58/1/495#0,Include perimeter lines when filling,Include perimeter lines when filling
58/1/496#0,"Perimeter lines drawn in a specified color are included when filling.
Click the buttons to specify the color. The three color specification buttons besides red, blue and green can be used to change the color by clicking the center of the button.
Turn off anti-aliasing for perimeter lines when using the function to include perimeter lines when filling, as this operation cannot be performed properly if anti-aliasing is used for the perimeter lines.","Perimeter lines drawn in a specified color are included when filling.
Click the buttons to specify the color. The three color specification buttons besides red, blue and green can be used to change the color by clicking the center of the button.
Turn off anti-aliasing for perimeter lines when using the function to include perimeter lines when filling, as this operation cannot be performed properly if anti-aliasing is used for the perimeter lines."
58/1/497#0,Description of each item is shown if you move cursor over it.,Description of each item is shown if you move cursor over it.
58/1/498#0,Tapping the label of the parameter displays the description of that item.,Tapping the label of the parameter displays the description of that item.
58/1/499#0,Set opacity of drawing.,Set opacity of drawing.
58/1/500#0,Anti-aliasing reduces jaggies and makes a smoother outline.,Anti-aliasing reduces jaggies and makes a smoother outline.
58/1/501#0,Choose how colors interact with other colors painted on the same layer.,Choose how colors interact with other colors painted on the same layer.
58/1/502#0,"Adjust the stabilization of the tablet input.
The line gets smoothed more the larger the value is. When the value is smaller, the line is drawn according to the input. ","Adjust the stabilization of the tablet input.
The line gets smoothed more the larger the value is. When the value is smaller, the line is drawn according to the input. "
58/1/503#0,"When this is on, the stabilization level adjusts depending on the speed of the pen. 
The option [Increase stabilization when drawing slowly] only comes into effect when using a low stabilization value.","When this is on, the stabilization level adjusts depending on the speed of the pen. 
The option [Increase stabilization when drawing slowly] only comes into effect when using a low stabilization value."
58/1/504#0,"Change how much line follows when drawing line by releasing pen pressure.
By setting bigger value, line follows pen gradually making line thinner like brush with long tip after releasing pen from tablet.","Change how much line follows when drawing line by releasing pen pressure.
By setting bigger value, line follows pen gradually making line thinner like brush with long tip after releasing pen from tablet."
58/1/505#0,Select texture set to brush.,Select texture set to brush.
58/1/506#0,"When this option is turned on, the texture is applied to the brush tip. This means that the texture gets denser as the brush strokes overlap. When this option is turned off, the texture is applied to each stroke as a whole.","When this option is turned on, the texture is applied to the brush tip. This means that the texture gets denser as the brush strokes overlap. When this option is turned off, the texture is applied to each stroke as a whole."
58/1/507#0,Select a blending mode to apply the texture to the brush.,Select a blending mode to apply the texture to the brush.
58/1/508#0,You can specify strength for applying texture.,You can specify strength for applying texture.
58/1/509#0,"Emphasize the contrast of the texture. 
You can also make each brush tip darker by setting [Hardness] higher.
This is a similar drawing method to IllustStudio.","Emphasize the contrast of the texture. 
You can also make each brush tip darker by setting [Hardness] higher.
This is a similar drawing method to IllustStudio."
58/1/510#0,Specify scale ratio and angle of texture image to apply.,Specify scale ratio and angle of texture image to apply.
