source,target
Delete selected tool,Удалить выбранный инструмент
Select with checkbox,Выбрать с помощью флажка
Duplicate tool,Дублировать инструмент
Delete tool,Удалить инструмент
Create custom tool,Создать пользовательский инструмент
Rename tool group,Переименовать группу инструментов
Delete tool group,Удалить группу инструментов
Import tool group,Импортировать группу инструментов
Export tool group,Экспортировать группу инструментов
Lock,Заблокировать
Import tool,Импортировать инструмент
Register tool as material,Зарегистрировать инструмент как материал
Add tool,Добавить инструмент
Alert to add materials to palette,Оповещение о добавлении материалов в палитру
Stroke,Штрих
Tile,Плитка
Show tool group name,Показывать имя группы инструментов
All supported formats|*.sut;*.abr;*.sutg|Tool file|*.sut|Tool group file|*.sutg|Photoshop brush file|*.abr,Все поддерживаемые форматы|*.sut;*.abr;*.sutg|Файл инструмента|*.sut|Файл группы инструментов|*.sutg|Файл кисти Photoshop|*.abr
All supported formats|*.sut;*.abr|Tool file|*.sut|Photoshop brush file|*.abr,Все поддерживаемые форматы|*.sut;*.abr|Файл инструмента|*.sut|Файл кисти Photoshop|*.abr
Tool file|*.sut,Файл инструмента|*.sut
Tool group file|*.sutg,Файл группы инструментов|*.sutg
Registering to Tool Group palette (registering images to the Material palette)...,Регистрация в палитре групп инструментов (регистрация изображений в палитре материалов)...
Registered to Tool Group palette.,Зарегистрировано в палитре групп инструментов.
"Registered to Tool Group palette, but some files could not be imported.","Зарегистрировано в палитре групп инструментов, но некоторые файлы не удалось импортировать."
This file cannot be registered to the Tool Group palette.,Этот файл нельзя зарегистрировать в палитре групп инструментов.
You cannot import tool files in Clip Studio Paint Debut.,Импортировать файлы инструментов в Clip Studio Paint Debut нельзя.
Exporting image materials included in tools...,"Экспорт материалов-изображений, входящих в инструменты..."
Importing image materials included in tools...,"Импорт материалов-изображений, входящих в инструменты..."
The following tool files already exist. Do you want to replace them?,Указанные ниже файлы инструментов уже существуют. Заменить их?
%s and the following %d tool files already exist. Do you want to replace them?,%s и указанные ниже файлы инструментов (%d) уже существуют. Заменить их?
Failed to export tools.,Не удалось экспортировать инструменты.
Do you want to restore the following tools to their default settings?,Восстановить настройки по умолчанию для указанных ниже инструментов?
Do you want to restore %s and the following %d tools to the default settings?,Восстановить настройки по умолчанию для %s и указанных ниже инструментов (%d)?
Do you want to replace the existing default settings and save the current settings as default for the following tools?,Заменить существующие настройки по умолчанию и сохранить текущие настройки как настройки по умолчанию для указанных ниже инструментов?
Do you want to replace the existing default settings and save the current settings as default for %s and the following %d tools?,Заменить существующие настройки по умолчанию и сохранить текущие настройки как настройки по умолчанию для %s и указанных ниже инструментов (%d)?
Failed to load default tools.,Не удалось загрузить инструменты по умолчанию.
Search for tools on ASSETS,Искать инструменты в ASSETS
Preparing...,Подготовка...
Move,Переместить
Correct line,Корректировать линию
Blend,Смешивание
Auto select,Автовыбор
Direct draw,Прямое рисование
Operation,Операция
Move layer,Переместить слой
Eyedropper,Пипетка
Create frame,Создать рамку
Create ruler,Создать линейку
Marker,Маркер
Pastel,Пастель
Thick paint,Густая краска
Speed lines,Линии скорости
Cut frame border,Вырезать границу рамки
Flash,Вспышка
India ink,Тушь
Focus lines,Линии фокуса
Clothing,Одежда
Hatching and sand pattern,Штриховка и зернистый узор
Ruled line,Линейка с разметкой
Realistic watercolor,Реалистичная акварель
Stream line,Поточная линия
Saturated line,Насыщенная линия
Pattern,Узор
Flower,Цветок
Vegetation,Растительность
Artificial scene,Искусственная сцена
Natural scene,Природная сцена
Liquify,Пластика
Sketch,Эскиз
Frame border,Граница рамки
Shortcut,Сочетание клавиш
Tool icon,Значок инструмента
Icon color,Цвет значка
A tool with this name already exists. Do you want to use the same name?,Инструмент с таким именем уже существует. Использовать то же имя?
Custom image,Пользовательское изображение
Hand,Рука
Select layer,Выбрать слой
Selection pen,Перо выделения
Erase selection,Стереть выделение
Oil paint,Масляная краска
Decoration,Украшение
Ribbon,Лента
Cross-hatching,Перекрёстная штриховка
Copy stamp,Штамп копирования
Enclose and fill,Замкнуть и залить
Leftover pen,Перо остаточных областей
Continuous curve,Непрерывная кривая
Lasso fill,Заливка лассо
Redraw,Перерисовать
Redraw line width,Перерисовать ширину линии
Switch to eyedropper automatically,Автоматически переключаться на пипетку
Show color picker circle when using a pen,Показывать круг выбора цвета при использовании пера
Import from photo library,Импортировать из фотоальбома
Import from device storage,Импортировать из хранилища устройства
Import from clipboard,Импортировать из буфера обмена
Import from in-app clipboard ,Импортировать из внутреннего буфера обмена приложения 
Image list,Список изображений
To previous image,К предыдущему изображению
To next image,К следующему изображению
Open image on canvas,Открыть изображение на холсте
Show Rotate/Flip on the command bar,Показывать «Повернуть/Отразить» на панели команд
Show/hide setting checkboxes,Показать/скрыть флажки настроек
Importing sub view image,Импорт изображения вспомогательного вида
Import from camera,Импортировать с камеры
SubView_%s,SubView_%s
Could not be imported as the file format is not supported.,"Не удалось импортировать, так как формат файла не поддерживается."
Some files could not be imported as the file format is not supported.,"Некоторые файлы не удалось импортировать, так как их формат не поддерживается."
"You have already added the maximum number of images.
Please remove some images so that the total number of sub view images is less than %d and then try again.",
"Some files could not be loaded because they would exceed the limit. 
Remove some images so that the total number of sub view images is less than %d and then try again.",
[書き出し不可],[Экспорт недоступен]
Share,Поделиться
Length,Длина
%.0f secs,%.0f с
%d px,%d пикс.
Aspect ratio,Соотношение сторон
%d:%d,%d:%d
Original,Оригинал
Show Clip Studio Paint logo,Показывать логотип Clip Studio Paint
Work time,Время работы
Opening timelapse recording...,Открытие записи таймлапса...
"The minimum width or height of a video is %dpx. 
The video will be adjusted to meet these minimums and exported.",
Failed to load set watermark image.,Не удалось загрузить заданное изображение водяного знака.
"Some inconsistencies were found in the timelapse data.
The preview may not display correctly.",
Files,Файлы
Reload,Перезагрузить
Tiling mode,Режим замощения
Reset transformation,Сбросить трансформацию
Select watermark file,Выбрать файл водяного знака
Repeat,Повтор
Select material,Выбрать материал
Rotation angle,Угол поворота
Scale ratio,Коэффициент масштабирования
Position (X),Положение (X)
Position (Y),Положение (Y)
Image file|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp,Файл изображения|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp
Show split view,Показать разделённый вид
Show palette color,Показывать цвет палитры
Show palette color on clips,Показывать цвет палитры на клипах
Show palette color on cels,Показывать цвет палитры на ячейках
Show only animation folder,Показывать только папку анимации
Merge clips,Объединить клипы
Import audio file,Импортировать аудиофайл
"You need to install the Toei Animation Digital Exposure Sheet application first.
You can download the application from this site.",
Find the download page here,Найти страницу загрузки здесь
Installation path for Toei Animation Digital Exposure Sheet,Путь установки экспозиционного листа Toei Animation Digital
Installation path not specified.,Путь установки не указан.
C:\Program Files\CELSYS\ToeiAnimation\DigitalTimeSheet\ToeiAnimationDigitalTimeSheet.exe,C:\Program Files\CELSYS\ToeiAnimation\DigitalTimeSheet\ToeiAnimationDigitalTimeSheet.exe
Executable file format (.exe)|*.exe,Формат исполняемого файла (.exe)|*.exe
Rename tool,Переименовать инструмент
Migrate tool preferences,Перенести настройки инструментов
From IllustStudio,Из IllustStudio
From ComicStudio 4.0,Из ComicStudio 4.0
Show color icon,Показывать цветной значок
Pop-up related palettes for each tool,Всплывающие связанные палитры для каждого инструмента
Notify when auto-installing tools,Уведомлять при автоустановке инструментов
Icon,Значок
Selected tool group,Выбранная группа инструментов
First tool in group,Первый инструмент в группе
Insert into group,Вставить в группу
"Add by dragging and dropping from the list to %s
 or by selecting from the list and clicking [Add].
Delete by selecting with %s and clicking [Delete].",
Specify image file,Указать файл изображения
Reset icon to default,Сбросить значок к значению по умолчанию
"Set the brush size (line width). 
To add variety to your line width, click the button to the right of the slider to open the Dynamics dialog box, where you can link brush size to pen pressure or other dynamics.
",
"By selecting from list, you can change value for brush shape all at once.
If you register value of brush shape of sub tool, you can apply to other sub tool.",
"Lines are formed of repeated brush tips. 
Here you can choose the tip shape for your brush. You can add multiple brush tip shapes.",
"Lines are formed of repeated brush tips. 
You can adjust the density, hardness, and line width. 
Adjust the thickness and direction to change the thickness on vertical and horizontal axes.",
"Adjust the arrangement of the brush tips. 
When the [Gap] is larger, the shape of each brush tip becomes more visible, and brush lag is reduced. 
When [Ribbon] is turned on, the tip shape will follow the direction of the stroke to create a continuous pattern.",
"By using [Spray], you can spread tip shape like spraying.
Specify dispersing area with brush size.
By setting [Spray deviation], you can spread evenly, centrally, and outside.",
"Use the Texture setting to add the pattern of the image to the line. 
You can adjust the effect with the [How to apply] and [Density] settings.
The [Brush density] and [Hardness] can also make the brush tip shape thinner.",
The opacity and blending mode affect the colors that are drawn on the layer.,"Непрозрачность и режим наложения влияют на цвета, рисуемые на слое."
"The [Opacity] and [Blending mode] combine with the corresponding settings in the layer palette to adjust the color of lines and paint. 
The [Color mixing] setting lets you blend new colors with previous colors. 
The [Amount of paint] setting affects the strength of new colors. Colors are easier to blend when this value is lower. 
[Density of paint] affects the transparency of the paint and creates a watery effect when this value is low. 
[Color stretch] affects how far the previous colors are dragged when painting.",
"Turn on [Watercolor edge] to add an edge like wet watercolor paint. 
When the value is higher, the edge will be thicker. 
When the [Opacity] value is higher, the edge will be more visible. 
The [Darkness] setting makes the edge appear blacker. However, if the [Opacity] setting is low, the edge effect will stay subtle even if the [Darkness] setting is high. 
You can also change the strength of the effect using the brush density and hardness settings.",
"[Vector eraser] is a method for erasing overlapping lines on vector layers.
It is useful as eraser (when the blending mode is set to [Erase]), but it has other functions as well.
When using a layer set to [Erase] blending mode and the vector eraser is set to [Do not erase], 
you can create a masked line (to make overlapping lines transparent).
If the vector eraser is set to [Erase up to intersection], you can easily erase parts of the line that go beyond intersecting lines.",
"The Stabilization and Post-correction settings reduce jitters to create smoother lines. 
 Stabilization smooths lines by delaying the input from the tablet, while Post-correction smooths the line after it is drawn. 
 Taper gradually reduces the pen pressure as the pen is lifted from the tablet. When pen pressure is assigned to line width, the line tapers off at the end.",
Settings for tool size (line width).,Настройки размера инструмента (ширины линии).
Select brush shape from preset.,Выберите форму кисти из набора настроек.
"Lines are formed of repeated brush tips. 
Here you can choose the tip shape for your brush.",
"Settings for brush tip.
Set how brush tip shapes change with pen tilt and direction.",
"Settings for the brushstroke, such as the interval between each brush tip.","Настройки штриха кисти, например интервала между кончиками кисти."
Settings for spraying the brush tips. Turn on [Spraying effect] to use these settings.,"Настройки распыления кончиков кисти. Включите параметр [Эффект распыления], чтобы использовать эти настройки."
You can apply image contrast to lines as a texture.,Контраст изображения можно применить к линиям как текстуру.
Settings for combining two brushes for a dual brush.,Настройки сочетания двух кистей для двойной кисти.
(Dual brush) Settings for brush tip. Set how brush tip shapes change with pen tilt and direction.,"(Двойная кисть) Настройки кончика кисти. Задайте, как формы кончика кисти изменяются с наклоном и направлением пера."
"(Dual brush) Settings for the brushstroke, such as the interval between each brush tip.","(Двойная кисть) Настройки штриха кисти, например интервала между кончиками кисти."
(Dual brush) Settings for spraying the brush tips. Turn on [Spraying effect] to use these settings.,"(Двойная кисть) Настройки распыления кончиков кисти. Включите параметр [Эффект распыления], чтобы использовать эти настройки."
(Dual brush) You can apply image contrast to lines as a texture.,(Двойная кисть) Контраст изображения можно применить к линиям как текстуру.
Settings for applying drawing line and figure to layer.,Настройки применения рисуемой линии и фигуры к слою.
Settings for anti-aliasing effect making outline of line and figure smooth.,"Настройки эффекта сглаживания, делающего контур линии и фигуры плавным."
Settings for how the brush behaves on the layer.,Настройки поведения кисти на слое.
"Adjust settings to vary the drawing color. If using a brush tip image with a fixed color, these settings will not change the brush color.",Настройте параметры для варьирования цвета рисования. При использовании изображения кончика кисти с фиксированным цветом эти настройки не изменят цвет кисти.
Turn on [Watercolor edge] to add an edge to your brush strokes. Combine this with textures for a watercolor effect.,"Включите параметр [Акварельная кромка], чтобы добавить кромку к штрихам кисти. Сочетайте это с текстурами для акварельного эффекта."
Settings for erasing images on drawing part.,Настройки стирания изображений на части рисунка.
Settings for correcting pen input,Настройки коррекции ввода пера
Settings for correcting position and shape,Настройки коррекции положения и формы
Settings for starting and ending effects to brushstrokes.,Настройки начальных и конечных эффектов штрихов кисти.
"You can set a line art layer as a ""Reference layer,"" so that your brush strokes do not go outside the lines.","Слой штриховой графики можно задать как «эталонный слой», чтобы штрихи кисти не выходили за линии."
Settings for reference layer for deciding processing area.,Настройки эталонного слоя для определения области обработки.
Settings related to the transformation mode.,"Настройки, относящиеся к режиму трансформации."
Settings related to grid points for mesh transformation.,"Настройки, относящиеся к узловым точкам сетки для трансформации сетки."
Settings for adjusting the mesh and pins for puppet warp.,Настройки для корректировки сетки и булавок для марионеточной деформации.
"Adjust the size, position or angle of image.","Настройте размер, положение или угол изображения."
Configure the image to be tiled.,Настройте изображение для замощения.
"Adjust the size, position or angle of the layer mask","Настройте размер, положение или угол маски слоя"
Adjust display settings for all layers.,Настройте параметры отображения для всех слоёв.
General settings for focus lines.,Общие настройки линий фокуса.
General settings for speed lines.,Общие настройки линий скорости.
Configure the setting for the gap between lines to draw.,Настройте параметр промежутка между рисуемыми линиями.
Settings for the lengths of lines and the starting points of lines.,Настройки длин линий и начальных точек линий.
Adjust settings related to the Tool Settings palette.,"Настройте параметры, относящиеся к палитре настроек инструмента."
Settings related to using the Text tool.,"Настройки, относящиеся к использованию инструмента «Текст»."
"Settings for font and size of each character.
You can apply different setting to each character by selecting it and changing the setting.",
Settings for alignment of line space and line.,Настройки выравнивания межстрочного интервала и строки.
Settings for whole text such as Vertical/Horizontal writing.,"Настройки всего текста, например вертикального/горизонтального письма."
Settings for reading.,Настройки чтения.
Settings for text input.,Настройки ввода текста.
Enter by specifying from the text list.,Ввод путём выбора из списка текста.
Settings for aligning text around a circle.,Настройки выравнивания текста вокруг окружности.
Adjust settings for text compatibility with earlier versions.,Настройте параметры совместимости текста с более ранними версиями.
Settings for position and size of object.,Настройки положения и размера объекта.
Change the mouse and gesture operations on 3D layers.,Измените операции мыши и жестов на 3D-слоях.
Select object from list.,Выберите объект из списка.
Adjust settings such as the camera angle.,"Настройте параметры, например угол камеры."
Adjust settings related to the camera lens.,"Настройте параметры, относящиеся к объективу камеры."
Settings for shadows.,Настройки теней.
Settings for light.,Настройки света.
Settings to add a panorama texture.,Настройки добавления панорамной текстуры.
Settings for width and color of outline of 3D object.,Настройки ширины и цвета контура 3D-объекта.
Settings for posing a 3D figure.,Настройки позирования 3D-фигуры.
Settings for the hand pose of 3D figures.,Настройки позы рук 3D-фигур.
Settings for pose sequences made of multiple poses.,"Настройки последовательностей поз, состоящих из нескольких поз."
Configure manga perspective settings of an object.,Настройте параметры манга-перспективы объекта.
Change facial expression and hair style of 3D character.,Измените выражение лица и причёску 3D-персонажа.
Adjust the body shape of the 3D drawing figure and the dimensions of each part.,Настройте форму тела 3D-фигуры для рисования и размеры каждой части.
Adjust the shape of the 3D head model.,Настройте форму 3D-модели головы.
Adjust the facial features of the 3D head model.,Настройте черты лица 3D-модели головы.
Adjust the shape of the 3D hand model.,Настройте форму 3D-модели руки.
Adjust settings for the 3D hand pose.,Настройте параметры позы 3D-руки.
Adjust the features of the 3D hand model.,Настройте черты 3D-модели руки.
Change the layout of the interior elements of the 3D object.,Измените расположение внутренних элементов 3D-объекта.
Change the shape and appearance of the 3D primitive,Измените форму и внешний вид 3D-примитива
Edit settings for the texture appearance on the 3D primitive.,Измените настройки внешнего вида текстуры на 3D-примитиве.
Edit settings for the normal map texture on the 3D primitive.,Измените настройки текстуры карты нормалей на 3D-примитиве.
Set up a fog effect.,Настройте эффект тумана.
Settings for operation of 3D layer.,Настройки работы 3D-слоя.
Settings for gradient.,Настройки градиента.
Settings for anti-aliasing of gradient.,Настройки сглаживания градиента.
Settings for angle and size of gradient.,Настройки угла и размера градиента.
Adjust fill settings.,Настройте параметры заливки.
Settings for vector drawing.,Настройки векторного рисования.
Settings for drawing balloons.,Настройки рисования облачков.
Settings for drawing frame borders.,Настройки рисования границ рамок.
Settings for ruler,Настройки линейки
Settings for special ruler.,Настройки специальной линейки.
Settings for perspective ruler.,Настройки линейки перспективы.
Set up your audio options.,Настройте параметры аудио.
Set up options related to the 2D camera.,"Настройте параметры, относящиеся к 2D-камере."
Settings for behavior of object tool.,Настройки поведения инструмента объекта.
Zoom Settings.,Настройки масштаба.
Settings for hand tool.,Настройки инструмента «Рука».
Settings for behavior of Rotate tool.,Настройки поведения инструмента «Поворот».
Settings for behavior of copy stamp tool.,Настройки поведения инструмента штампа копирования.
Settings for behavior of dot pen.,Настройки поведения точечного пера.
Settings for creating selection areas and dragging.,Настройки создания областей выделения и перетаскивания.
Settings for shape of figure.,Настройки формы фигуры.
Settings related to the lasso tool,"Настройки, относящиеся к инструменту «Лассо»"
Settings for Straight line/Curve.,Настройки прямой линии/кривой.
Settings for Polyline/Continuous curve.,Настройки ломаной линии/непрерывной кривой.
About simple rectangle,О простом прямоугольнике
Settings for the tool to move layer.,Настройки инструмента для перемещения слоя.
Settings for picking a color and the range to pick,Настройки выбора цвета и диапазона выбора
Settings for the tool to select layer.,Настройки инструмента для выбора слоя.
About object,Об объекте
Settings for how to operate transformation and center of rotation.,"Настройки того, как управлять трансформацией и центром поворота."
Adjustment of strength of pen pressure input from tablet.,Регулировка силы ввода нажима пера с планшета.
Settings for area for filling.,Настройки области для заливки.
Settings for the colors and areas that will be filled with the “Enclose and fill” tool.,"Настройки цветов и областей, которые будут залиты инструментом «Замкнуть и залить»."
Settings for pattern of gradient.,Настройки узора градиента.
Settings for recognizing and removing dust.,Настройки распознавания и удаления пыли.
Adjust settings for how the freeform gradient recognizes border colors and how the colors blend.,"Настройте параметры того, как произвольный градиент распознаёт цвета границ и как смешиваются цвета."
Configure settings to include perimeter lines drawn in a specific color when filling.,"Настройте параметры включения линий периметра, нарисованных определённым цветом, при заливке."
Settings for border and layer when creating frame.,Настройки границы и слоя при создании рамки.
Settings for creating balloon.,Настройки создания облачка.
You can add tail to balloon with this tool.,С помощью этого инструмента можно добавить хвостик к облачку.
Settings for whole text such as Vertical/Horizontal writing and alignment.,"Настройки всего текста, например вертикального/горизонтального письма и выравнивания."
You can move and Add/Delete control point of vector and ruler with this tool.,С помощью этого инструмента можно перемещать и добавлять/удалять контрольные точки вектора и линейки.
You can simplify control point of vector and ruler with this tool and make them easy to operate.,"С помощью этого инструмента можно упростить контрольные точки вектора и линейки, чтобы с ними было легче работать."
You can pinch and transform line of vector and ruler with this tool.,С помощью этого инструмента можно сжимать и трансформировать линию вектора и линейки.
You can partially redraw line shape of vector and ruler with this tool.,С помощью этого инструмента можно частично перерисовать форму линии вектора и линейки.
You can adjust line width of vector with this tool after finishing work.,С помощью этого инструмента можно настроить ширину линии вектора после завершения работы.
You can partially redraw line width of vector with this tool.,С помощью этого инструмента можно частично перерисовать ширину линии вектора.
Select location to create ruler.,Выберите место для создания линейки.
Select a special ruler to create and adjust its settings. You can use special rulers to more easily draw focus lines or speed lines.,Выберите специальную линейку для создания и настройте её параметры. С помощью специальных линеек проще рисовать линии фокуса или линии скорости.
Select processing for perspective ruler.,Выберите обработку для линейки перспективы.
Select symmetrical ruler and how to create it.,Выберите симметричную линейку и способ её создания.
You can divide the frame border folder with this tool.,С помощью этого инструмента можно разделить папку границ рамок.
Settings for how to operate figure.,"Настройки того, как управлять фигурой."
Settings for operation of cels in light tables.,Настройки работы с ячейками в лайтбоксах.
Settings for operation of timeline.,Настройки работы временной шкалы.
Settings related to Liquify.,"Настройки, относящиеся к пластической деформации."
Reset all settings to default,Сбросить все настройки к значениям по умолчанию
Reset selected tool to default settings,Сбросить выбранный инструмент к настройкам по умолчанию
Save all settings as default,Сохранить все настройки как настройки по умолчанию
Save current settings as default for this tool,Сохранить текущие настройки как настройки по умолчанию для этого инструмента
Show category,Показывать категорию
Show category name (label) on Tool Settings palette,Показывать имя категории (подпись) в палитре настроек инструмента
Switch category,Переключить категорию
Switch to previous category,Переключиться на предыдущую категорию
Switch to next category,Переключиться на следующую категорию
Switch to on-screen keyboard,Переключиться на экранную клавиатуру
Brush tip shape,Форма кончика кисти
Add brush tip shape,Добавить форму кончика кисти
Delete selected brush tip shape,Удалить выбранную форму кончика кисти
Set how brush tip shapes repeat,"Задать, как повторяются формы кончика кисти"
Reverse,Обратить
Do not repeat,Не повторять
Random,Случайно
Select brush tip shape,Выбрать форму кончика кисти
"Click here and 
add tip shape",
Copy value,Копировать значение
Copy to all tools within this group,Копировать на все инструменты в этой группе
Copy to all tools within this tool,Копировать на все инструменты в этом инструменте
Copy to all tools,Копировать на все инструменты
Copy displayed status,Копировать отображаемое состояние
Show indicator,Показывать индикатор
Show all,Показать всё
Close all,Закрыть всё
405,405
135,135
180,180
210,210
350,350
340,340
%s Dynamics,Динамика: %s
Input affecting %s,"Ввод, влияющий на %s"
Minimum value,Минимальное значение
Maximum value,Максимальное значение
Link to pen pressure,Связать с нажимом пера
Change scale (%) when output is minimum due to pen pressure,"Изменять масштаб (%), когда вывод минимален из-за нажима пера"
Tilt,Наклон
Link to tilt of tablet pen (if tilt can be detected),Связать с наклоном пера планшета (если наклон может быть обнаружен)
Change scale (%) when output is minimum due to tilt,"Изменять масштаб (%), когда вывод минимален из-за наклона"
Change scale (%) when output is maximum due to tilt,"Изменять масштаб (%), когда вывод максимален из-за наклона"
Velocity,Скорость
Link to pen velocity,Связать со скоростью пера
Randomize the value when drawing,Делать значение случайным при рисовании
Change scale (%) when random value is minimum,"Изменять масштаб (%), когда случайное значение минимально"
Pen pressure settings,Настройки нажима пера
Specify output amount against pen pressure by curve,Задать величину вывода относительно нажима пера с помощью кривой
Tilt settings,Настройки наклона
Specify output amount against tilt of tablet pen by curve,Задать величину вывода относительно наклона пера планшета с помощью кривой
Velocity settings,Настройки скорости
Specify output amount against velocity by a curve,Задать величину вывода относительно скорости с помощью кривой
Pause,Пауза
Consistent,Постоянный
Direction of pen,Направление пера
Align pen tilt with tablet pen (when direction can be detected),Выравнивать наклон пера с пером планшета (когда направление может быть обнаружено)
Pen tilt,Наклон пера
Follow angle when drawing stylus is tilted (only when the angle can be detected),Следовать углу при наклоне рисующего стилуса (только когда угол может быть обнаружен)
Direction of line,Направление линии
Follow direction of drawing line,Следовать направлению рисуемой линии
Direction of whole spray,Направление всего распыления
Adjust direction of each pattern with direction of whole spray,Корректировать направление каждого узора по направлению всего распыления
Spray toward center,Распылять к центру
Adjust to center point of scatter (where mouse or tablet pen are located),Корректировать по центральной точке рассеивания (где расположена мышь или перо планшета)
Adjust to center point of scatter (where tablet pen or finger are located),Корректировать по центральной точке рассеивания (где расположено перо планшета или палец)
Starting and ending effect dynamics,Динамика начального и конечного эффекта
Lock tool and do not save changes,Заблокировать инструмент и не сохранять изменения
Default settings,Настройки по умолчанию
Enable to show hidden parameter,"Включить, чтобы показывать скрытый параметр"
Open Advanced Tool Settings to access more settings or add them to the Tool Settings palette,"Откройте расширенные настройки инструмента, чтобы получить доступ к дополнительным настройкам или добавить их в палитру настроек инструмента"
Show stroke preview,Показывать просмотр штриха
No settings,Нет настроек
Select paper texture material,Выбрать материал текстуры бумаги
Apply brush shape,Применить форму кисти
Delete brush shape,Удалить форму кисти
Select brush shape,Выбрать форму кисти
Apply selected brush shape to tool,Применить выбранную форму кисти к инструменту
Change name of selected brush shape,Изменить имя выбранной формы кисти
Delete selected brush shape,Удалить выбранную форму кисти
[Editing %s%s],[Редактирование %s%s]
430,430
205,205
189,189
45,45
450,450
230,230
Setting name,Имя настройки
Order of switching tools,Порядок переключения инструментов
Invert tool line-up,Инвертировать набор инструментов
Delete tool from line-up,Удалить инструмент из набора
New Tool Rotation %d,Новый цикл инструментов %d
Do you want to revert the Tool Rotation Settings to their original defaults?,Вернуть настройки цикла инструментов к исходным значениям по умолчанию?
Deleting the currently selected tool from the line-up. Do you want to proceed?,Удаление выбранного инструмента из набора. Продолжить?
Default Settings,Настройки по умолчанию
Create new settings,Создать новые настройки
Delete settings,Удалить настройки
Duplicate settings,Дублировать настройки
Edit settings,Изменить настройки
Which mode will you choose?,Какой режим вы выберете?
You can switch modes from inside the app at anytime,Переключать режимы можно из приложения в любое время
"Sketch and paint with
a basic interface and tools",
"Quick access to all tools
for every type of project",
Simple Mode,Простой режим
Studio Mode,Режим студии
"Choose your
drawing mode",
"Clean & simple
For sketching and painting",
Start here!,Начните здесь!
"Complete with all features
For comics and animation",
For experienced artists,Для опытных художников
You can switch between modes later,Переключаться между режимами можно позже
Combine folder,Объединить папку
Combine border,Объединить границу
Combine only folder,Объединить только папку
Create common folder,Создать общую папку
Wacom Yuify,Wacom Yuify
"Yuify is a service provided by Wacom.
When using ""Export micromark"" or ""Inspect an image with Yuifinder"", the image will be sent and processed by Wacom Yuify servers.

Wacom Yuify is a service that allows artists to protect their artwork, manage usage rights, and establish legally binding license permissions. Yuify enables artists to secure their exports by embedding a unique digital ID with a permanent record of registration, which can be used to trace it back to the artist who registered.

Artists can secure their artwork with Clip Studio Paint directly and manage their licenses on the Yuify platform. Interested parties can request licenses on Yuify and sign agreements directly with the artist using the platform.

Yuify is meant to act as a digital rights management platform where artists can conveniently manage authorship records and sign licenses and contracts.",
Starting Wacom Yuify...,Запуск Wacom Yuify...
Please access Wacom Yuify in your browser to complete the connection.,"Откройте Wacom Yuify в браузере, чтобы завершить подключение."
