source,target
Show field guides,Показывать направляющие поля
Display in different colors,Отображать разными цветами
First color,Первый цвет
Final color,Последний цвет
Show lines,Показывать линии
2D camera,2D-камера
Editing layers,Редактирование слоёв
All frames,Все кадры
Center of rotation,Центр поворота
Restore all confirmation dialogs,Восстановить все диалоги подтверждения
Virtual memory path,Путь к виртуальной памяти
Free space,Свободное место
Memory size to use,Размер используемой памяти
Available memory size,Доступный размер памяти
Warn about memory usage,Предупреждать об использовании памяти
A warning appears if memory usage increases or if an operation that uses a lot of memory may lead to the system force closing the app suddenly.,"Предупреждение появляется, если использование памяти возрастает или если операция, использующая много памяти, может привести к внезапному принудительному закрытию приложения системой."
Undo levels,Уровни отмены
Undo interval between actions,Интервал отмены между операциями
Increasing the undo levels will increase memory usage and may slow down the app.,Увеличение числа уровней отмены увеличит использование памяти и может замедлить работу приложения.
On-screen rendering,Экранный рендеринг
Reduce screen flicker,Уменьшить мерцание экрана
ailia SDK,ailia SDK
Processing unit,Вычислительный блок
Used for features such as Smart Smoothing and Hand Scanner,"Используется для таких функций, как умное сглаживание и сканер от руки"
[Boot disk],[Загрузочный диск]
%6.1f GB,%6.1f ГБ
Allocate to application,Выделить приложению
%d MB,%d МБ
Show warnings,Показывать предупреждения
Low memory warning,Предупреждение о нехватке памяти
Low storage warning,Предупреждение о нехватке места для хранения
See here for how to reduce memory usage,"Смотрите здесь, как уменьшить использование памяти"
Main device settings,Настройки основного устройства
Port No.,Номер порта
"After changing the port number, please go to the menu and press “Connect to smartphone.”",После изменения номера порта перейдите в меню и нажмите «Подключиться к смартфону».
Ruler/Grid/Crop marks,Линейка/Сетка/Метки обрезки
Color of snap-enabled rulers,Цвет линеек с включённой привязкой
Color of rulers with snapping disabled,Цвет линеек с отключённой привязкой
Color of grid line,Цвет линии сетки
Color of grid dividing line,Цвет разделительной линии сетки
Color of crop marks/inner border,Цвет меток обрезки/внутренней рамки
Safety margin color,Цвет поля безопасности
Opacity of Ruler/Grid/Crop marks,Непрозрачность Линейки/Сетки/Меток обрезки
"When snapping to perspective ruler, reset drawing direction by returning to start point",При привязке к линейке перспективы сбрасывать направление рисования возвратом в начальную точку
Unit of length,Единица длины
Text unit,Единица текста
How to insert new text,Способ вставки нового текста
New text properties,Свойства нового текста
"When typing with the Story Editor, this will apply to new text on the canvas.",При наборе в Редакторе истории это применяется к новому тексту на холсте.
Line breaks/Spacing,Переносы строк/Интервалы
How to show line break,Способ отображения переноса строки
Paragraph breaks,Разрывы абзацев
Body page font,Шрифт страниц основного текста
Reading font,Шрифт для чтения
Add to current layer,Добавить к текущему слою
Always create new layer,Всегда создавать новый слой
Copy from current text,Копировать из текущего текста
Selected text tool properties,Свойства выбранного инструмента «Текст»
Show line break,Показывать перенос строки
Show symbol only,Показывать только символ
No paragraph breaks,Без разрывов абзацев
Single line space,Одинарный межстрочный интервал
Double line space,Двойной межстрочный интервал
Triple line space,Тройной межстрочный интервал
Using tablet service,Использование службы планшета
Tablet PC,Планшетный ПК
TabletPC (Debug),Планшетный ПК (отладка)
Coordinate detection mode,Режим определения координат
Use mouse mode in tablet driver settings,Использовать режим мыши в настройках драйвера планшета
Use more accurate coordinate detection,Использовать более точное определение координат
Tablet operation area,Рабочая область планшета
Set tablet operation area with application,Задавать рабочую область планшета через приложение
Operation area on monitor,Рабочая область на мониторе
Run on all monitors,Работать на всех мониторах
Operate specified monitor,Работать с указанным монитором
Operation area on tablet,Рабочая область на планшете
Operate while keeping aspect ratio of monitor,Работать с сохранением соотношения сторон монитора
Operate with whole tablet,Работать со всем планшетом
Tablet Settings,Настройки планшета
Input frequency:,Частота ввода:
(This option cannot be used with multi-monitor set-ups),(Этот параметр нельзя использовать с конфигурацией из нескольких мониторов)
Do not skip update of drawing,Не пропускать обновление рисования
Raw Input,Raw Input
Start from current size when changing brush size by dragging on canvas,Начинать с текущего размера при изменении размера кисти перетаскиванием на холсте
Display brush size adjustment on canvas,Отображать регулировку размера кисти на холсте
Reduce pen pressure when drawing with finger/mouse at the start and end of brush strokes.,Уменьшать нажим пера при рисовании пальцем/мышью в начале и конце мазков кисти.
Preview lines by pressing modifier key (Shift),Просматривать линии нажатием клавиши-модификатора (Shift)
Stroke preview,Просмотр мазка
Figure tool guidelines,Направляющие инструмента «Фигура»
Confirm shape with double-click or double-tap,Подтверждать фигуру двойным щелчком или двойным касанием
Disable drawing with transparency on transparency locked layers,Отключить рисование с прозрачностью на слоях с заблокированной прозрачностью
Smart Shape,Умная фигура
Hold to create figures,Удерживать для создания фигур
Length of long-press,Длительность долгого нажатия
Show Smart Shape launcher,Показывать запуск умной фигуры
Show stroke preview to reduce brush lag,Показывать просмотр мазка для уменьшения задержки кисти
Only when stabilization is low,Только при низкой стабилизации
Line preview,Просмотр линии
Simple view,Простой вид
Line preview & control points,Просмотр линии и контрольные точки
Simple view & control points,Простой вид и контрольные точки
Switch tool temporarily,Временно переключить инструмент
Switch tool temporarily by pressing and holding shortcut key,Временно переключать инструмент нажатием и удержанием сочетания клавиш
Length of keypress to switch tools,Длительность нажатия клавиши для переключения инструментов
Minimum drag distance,Минимальное расстояние перетаскивания
Auto-scroll at edge of canvas,Автопрокрутка у края холста
Handle size,Размер маркера
Use fast view while navigating canvas,Использовать быстрый вид при навигации по холсту
Hover over drawing on applicable devices,Наведение на рисунок на поддерживаемых устройствах
Drag with mouse,Перетаскивание мышью
Adjust touch position,Настроить положение касания
"This excludes the cursor displayed in Clip Studio, the Getting Started screen,
the edge keyboard, and on system operations.","Это исключает курсор, отображаемый в Clip Studio, на экране «Начало работы»,
на краевой клавиатуре и при системных операциях."
Switch input,Переключить ввод
Convert finger input with pressure into pen input,Преобразовывать ввод пальцем с нажимом в ввод пером
Use stylus hover on applicable devices,Использовать наведение стилуса на поддерживаемых устройствах
Reset to original position,Сбросить в исходное положение
"To use animation frames, turn this option on and 
specify the size of the title-safe area and overflow frame.","Чтобы использовать анимационные кадры, включите этот параметр и 
укажите размер безопасной зоны заголовка и кадра переполнения."
Animation frame settings,Настройки анимационного кадра
Delete border lines for printing,Удалить линии рамки для печати
Working profile,Рабочий профиль
Embedded profile,Встроенный профиль
Apply only to pages with “color” as the basic expression color,Применять только к страницам с базовым цветом выражения «цвет»
"To use a color profile, turn on this setting
and specify the color profile you want to apply.","Чтобы использовать цветовой профиль, включите этот параметр
и укажите цветовой профиль, который хотите применить."
About color profiles,О цветовых профилях
"The default profile has been changed.
Would you like to confirm this change?","Профиль по умолчанию был изменён.
Хотите подтвердить это изменение?"
Cover page layout,Макет обложки
Specify spine width,Указать ширину корешка
"Turn this on to add a cover to your work 
and show the canvas and layout settings.
","Включите это, чтобы добавить обложку к произведению 
и показать настройки холста и макета.
"
"You cannot use cover page with the current page allocation table.
Refer to the manual for more information.
","С текущей таблицей распределения страниц нельзя использовать обложку.
Подробнее см. в руководстве.
"
"Only available when Multiple pages >
""Combine into two-page spreads"" is on.","Доступно только при включённом параметре Несколько страниц >
«Объединить в двухстраничные развороты»."
"If you want to use safety margins, check this box
 and set the values for each safety margin.
","Если вы хотите использовать поля безопасности, отметьте этот флажок
 и задайте значения для каждого поля безопасности.
"
About safety margins,О полях безопасности
Blank space,Пустое пространство
Offset X,Смещение X
Offset Y,Смещение Y
"To add an overflow frame, turn this option on and 
specify the size of the overflow frame and any offset from the output frame.
","Чтобы добавить кадр переполнения, включите этот параметр и 
укажите размер кадра переполнения и любое смещение от выходного кадра.
"
Specified scale,Указанный масштаб
Specified size,Указанный размер
Add border lines for printing,Добавить линии рамки для печати
Add frame lines for animation,Добавить линии кадра для анимации
"You can use printing guidelines to indicate
 where to cut the paper when the project is printed.
If you want to export part of the canvas as an animation, 
you can specify the export size and so on with animation guide frames.","Вы можете использовать направляющие печати, чтобы указать,
 где обрезать бумагу при печати проекта.
Если вы хотите экспортировать часть холста как анимацию, 
вы можете указать размер экспорта и прочее с помощью направляющих анимационных кадров."
Start number,Начальный номер
Gap from inner border,Отступ от внутренней рамки
Blind folio,Скрытая пагинация
Top inside,Сверху внутри
Top outside,Сверху снаружи
Bottom inside,Снизу внутри
Bottom outside,Снизу снаружи
Delete frame lines for animation,Удалить линии кадра для анимации
"Turn this on to create a multiple-page project and show settings 
for the number of pages, binding points, etc. 
If you create a single-page project, 
you can later switch to multiple-page layout 
from the Story menu > Change project settings.
","Включите это, чтобы создать проект из нескольких страниц и показать настройки 
числа страниц, точек переплёта и т. д. 
Если вы создаёте одностраничный проект, 
вы можете позже переключиться на макет из нескольких страниц 
в меню История > Изменить настройки проекта.
"
(4 cover pages + %d body pages),(4 страницы обложки + %d страниц основного текста)
Fanzine printing vendor,Типография для фэнзинов
Home page,Домашняя страница
Check whether to export fanzine printing data,"Проверять, экспортировать ли данные печати фэнзина"
Setting for fanzine,Настройка для фэнзина
Do not specify fanzine printing vendor,Не указывать типографию для фэнзинов
Title-safe area,Безопасная зона заголовка
"To use a title-safe area guide, turn this check on and 
specify the margins for the title-safe area.
","Чтобы использовать направляющую безопасной зоны заголовка, отметьте этот флажок и 
укажите поля безопасной зоны заголовка.
"
Save to,Сохранить в
Number of pages to add,Число добавляемых страниц
Combine into a two-page spread,Объединить в двухстраничный разворот
Printing of fanzine,Печать фэнзина
Show all comic settings,Показать все настройки комикса
Canvas width is invalid. Please enter a value between %d and %d.,Недопустимая ширина холста. Введите значение от %d до %d.
Canvas height is invalid. Please enter a value between %d and %d.,Недопустимая высота холста. Введите значение от %d до %d.
Canvas width is invalid. Please enter a value between %.2f and %.2f.,Недопустимая ширина холста. Введите значение от %.2f до %.2f.
Canvas height is invalid. Please enter a value between %.2f and %.2f.,Недопустимая высота холста. Введите значение от %.2f до %.2f.
Canvas width is too small.,Ширина холста слишком мала.
Canvas height is too small.,Высота холста слишком мала.
Canvas width is too large.,Ширина холста слишком велика.
Canvas height is too large.,Высота холста слишком велика.
Set trim margin smaller than paper size minus bleed width.,Задайте поле обрезки меньше размера бумаги за вычетом ширины выпуска под обрез.
Set the inner border so that it is within the trim margin.,"Задайте внутреннюю рамку так, чтобы она находилась в пределах поля обрезки."
The values for the title-safe area guide are inverted horizontally and vertically. Please adjust the values and try again.,Значения направляющей безопасной зоны заголовка перевёрнуты по горизонтали и вертикали. Откорректируйте значения и повторите попытку.
The values for the title-safe area guide are inverted horizontally. Please adjust the values and try again.,Значения направляющей безопасной зоны заголовка перевёрнуты по горизонтали. Откорректируйте значения и повторите попытку.
The values for the title-safe area guide are inverted vertically. Please adjust the values and try again.,Значения направляющей безопасной зоны заголовка перевёрнуты по вертикали. Откорректируйте значения и повторите попытку.
The safety margin values are inverted. Please enter new values and try again.,Значения полей безопасности перевёрнуты. Введите новые значения и повторите попытку.
The inner and outer safety margin values are inverted. Please enter new values and try again.,Значения внутреннего и внешнего полей безопасности перевёрнуты. Введите новые значения и повторите попытку.
The top and bottom safety margin values are inverted. Please enter new values and try again.,Значения верхнего и нижнего полей безопасности перевёрнуты. Введите новые значения и повторите попытку.
Set the spine width to %s or less so that the trim size can fit within the canvas size.,"Задайте ширину корешка %s или меньше, чтобы размер обрезки помещался в размер холста."
"On one or more pages, the trim size cannot fit within the canvas size.
Please increase the width of the canvas to %s or more, or reduce the width of the trim size.","На одной или нескольких страницах размер обрезки не помещается в размер холста.
Увеличьте ширину холста до %s или больше либо уменьшите ширину размера обрезки."
"Editing may take time as the size of the document is too large for the device’s memory. 
Do you want to proceed?","Редактирование может занять время, так как размер документа слишком велик для памяти устройства. 
Хотите продолжить?"
"To create a file with a cover, please turn on ""Multiple pages"" and enter an even number of pages from 4 or higher.","Чтобы создать файл с обложкой, включите параметр «Несколько страниц» и введите чётное число страниц от 4 и выше."
Number of pages are not allowed to be reduced.  Enter the numeric value more than %dpages.,Уменьшать число страниц не разрешается. Введите числовое значение больше %d страниц.
"The current pages cannot be used as cover pages, so cover pages will be added. 
Please select a number of pages that is at least 4 more than the current total.","Текущие страницы нельзя использовать как страницы обложки, поэтому страницы обложки будут добавлены. 
Выберите число страниц, которое как минимум на 4 больше текущего общего количества."
"When using cover pages, enter an even number.",При использовании страниц обложки введите чётное число.
"You cannot use ""%s"" unless all pages are assigned to you.","Вы не можете использовать «%s», пока все страницы не назначены вам."
You need iPadOS 13 or later to change the save location.,Для изменения места сохранения требуется iPadOS 13 или более поздней версии.
"Timelapse recordings are saved with the canvas, making the file size larger than usual. 
You can change this setting from the [File] menu > [Timelapse] > [Record timelapse].","Записи таймлапса сохраняются вместе с холстом, из-за чего размер файла больше обычного. 
Вы можете изменить эту настройку в меню [Файл] > [Таймлапс] > [Записать таймлапс]."
"This will turn on timelapse recording.
The timelapse recording will be saved with the canvas and the file will require more disk space than usual.","Это включит запись таймлапса.
Запись таймлапса будет сохранена вместе с холстом, и файл потребует больше места на диске, чем обычно."
"This will turn on timelapse recording for the selected page.
The timelapse recording will be saved with the canvas and the file will require more disk space than usual.","Это включит запись таймлапса для выбранной страницы.
Запись таймлапса будет сохранена вместе с холстом, и файл потребует больше места на диске, чем обычно."
"This will turn on timelapse recording for all pages.
The timelapse recording will be saved with the canvases and the files will require more disk space than usual.","Это включит запись таймлапса для всех страниц.
Записи таймлапса будут сохранены вместе с холстами, и файлы потребуют больше места на диске, чем обычно."
"This will turn off timelapse recording.
Any timelapse recorded for this canvas will be deleted.
This action cannot be undone.","Это выключит запись таймлапса.
Любой таймлапс, записанный для этого холста, будет удалён.
Это действие нельзя отменить."
"This will turn off timelapse recording for the selected page.
Any timelapse recorded for this canvas will be deleted.
This action cannot be undone.","Это выключит запись таймлапса для выбранной страницы.
Любой таймлапс, записанный для этого холста, будет удалён.
Это действие нельзя отменить."
"This will turn off timelapse recording for all pages.
Any timelapses recorded for these canvases will be deleted.
This action cannot be undone.","Это выключит запись таймлапса для всех страниц.
Любые таймлапсы, записанные для этих холстов, будут удалены.
Это действие нельзя отменить."
Delete and turn off,Удалить и выключить
"The resolution setting has been changed.
 If you change the resolution, all page(s) with the same original project settings 
will be scaled up or down. 
This operation cannot be undone. Continue?","Настройка разрешения была изменена.
 Если вы измените разрешение, все страницы с теми же исходными настройками проекта 
будут увеличены или уменьшены. 
Эту операцию нельзя отменить. Продолжить?"
"The resolution setting has been changed.
 If you change the resolution, the page(s) will be scaled up or down. 
This operation cannot be undone for any selected pages that are closed. Continue?","Настройка разрешения была изменена.
 Если вы измените разрешение, страницы будут увеличены или уменьшены. 
Эту операцию нельзя отменить для любых выбранных закрытых страниц. Продолжить?"
"Changing the color profile may change the colors on the canvas.
Do you want to continue?","Изменение цветового профиля может изменить цвета на холсте.
Хотите продолжить?"
B5 (350dpi),B5 (350 dpi)
B6 (350dpi),B6 (350 dpi)
A4 (350dpi),A4 (350 dpi)
A5 (350dpi),A5 (350 dpi)
A6 (350dpi),A6 (350 dpi)
B5 (600dpi),B5 (600 dpi)
B6 (600dpi),B6 (600 dpi)
A4 (600dpi),A4 (600 dpi)
A5 (600dpi),A5 (600 dpi)
A6 (600dpi),A6 (600 dpi)
Postcard (350dpi),Открытка (350 dpi)
320x240 (72dpi),320x240 (72 dpi)
400x240 (72dpi),400x240 (72 dpi)
640x480 (72dpi),640x480 (72 dpi)
800x480 (72dpi),800x480 (72 dpi)
800x600 (72dpi),800x600 (72 dpi)
1024x768 (72dpi),1024x768 (72 dpi)
1280x768 (72dpi),1280x768 (72 dpi)
1440x900 (72dpi),1440x900 (72 dpi)
1280x1024 (72dpi),1280x1024 (72 dpi)
1680x1050 (72dpi),1680x1050 (72 dpi)
1600x1200 (72dpi),1600x1200 (72 dpi)
1920x1200 (72dpi),1920x1200 (72 dpi)
Story name,Название истории
Number of stories,Число историй
Set file name automatically,Задавать имя файла автоматически
Reset setting changes page by page,Сбрасывать изменения настроек постранично
Manage files using folders,Управлять файлами с помощью папок
Date of publication,Дата публикации
Printing vendor,Типография
Story Information/Folio,Сведения об истории/Колонцифра
Shot template,Шаблон кадра
Cel template,Шаблон ячейки
"To create an animated illustration, 
turn this option on and specify the number of cels.
","Чтобы создать анимированную иллюстрацию, 
включите этот параметр и укажите число ячеек.
"
Create animated illustration,Создать анимированную иллюстрацию
No. of page divisions,Число разбиений страницы
No. of pages,Число страниц
"Turn this on to create a multiple-page project and show settings 
for the number of pages, binding points, etc. 
If you create a single-page project, 
you can later switch to multiple-page layout 
from the Story menu > Change project settings.","Включите это, чтобы создать проект из нескольких страниц и показать настройки 
числа страниц, точек переплёта и т. д. 
Если вы создаёте одностраничный проект, 
вы можете позже переключиться на макет из нескольких страниц 
в меню История > Изменить настройки проекта."
Page Settings,Настройки страницы
Height of each page: %d,Высота каждой страницы: %d
Total height of all pages: %d,Общая высота всех страниц: %d
"The height of the canvas is not divisible by the number of pages specified, 
so the total height of all pages will be %d.","Высота холста не делится нацело на указанное число страниц, 
поэтому общая высота всех страниц составит %d."
"To create a multi-page project, 
check this box and specify the number of pages.","Чтобы создать проект из нескольких страниц, 
отметьте этот флажок и укажите число страниц."
Create set,Создать набор
Manage set,Управлять набором
Show search bar,Показать строку поиска
Display set list,Отобразить список наборов
How to display set lists,Способ отображения списков наборов
Tile very small,Очень мелкая плитка
Tile small,Мелкая плитка
Tile medium,Средняя плитка
Tile large,Крупная плитка
Tile 4 Columns,"Плитка, 4 столбца"
Tile 8 Columns,"Плитка, 8 столбцов"
Tile 16 Columns,"Плитка, 16 столбцов"
List small,Мелкий список
List medium,Средний список
List large,Крупный список
List 1 Column,"Список, 1 столбец"
List 2 Columns,"Список, 2 столбца"
List 3 Columns,"Список, 3 столбца"
Add to Quick Access,Добавить в быстрый доступ
New Set,Новый набор
Quick Access Palette,Палитра быстрого доступа
"Search from all functions (e.g. transformation, oil brush)","Поиск по всем функциям (например, трансформация, масляная кисть)"
 → , → 
No search results found,Результатов поиска не найдено
Add drawing color,Добавить цвет рисования
Add Separator,Добавить разделитель
Insert drawing color into group,Вставить цвет рисования в группу
Delete Separator,Удалить разделитель
Icon settings,Настройки значка
Tool Properties,Свойства инструмента
Name Settings,Настройки имени
Add selected tool,Добавить выбранный инструмент
Number of items,Количество элементов
8 directions,8 направлений
4 directions,4 направления
Change menu name,Изменить имя меню
Do you want to revert Quick Menu Settings to their original defaults?,Вернуть настройки быстрого меню к исходным значениям по умолчанию?
Items to be included in preset,Элементы для включения в набор настроек
Please enter preset name.,Введите имя набора настроек.
"The information below will be saved in the workspace.
　-Palette position info-View status
　-Shortcut settings
　-Command palette layout
　-Preferences->Unit settings","Указанные ниже сведения будут сохранены в рабочей области.
　-Сведения о положении палитр-Состояние отображения
　-Настройки сочетаний клавиш
　-Раскладка палитры команд
　-Настройки->Настройки единиц измерения"
"Please save the current workspace 
 to register it as material.","Сохраните текущую рабочую область, 
 чтобы зарегистрировать её как материал."
"Please save the current workspace 
 before switching to a different one","Сохраните текущую рабочую область, 
 прежде чем переключаться на другую"
"Workspace with name ""%s"" already exists. 
Do you want to overwrite?","Рабочая область с именем «%s» уже существует. 
Перезаписать?"
Canvas setting,Настройка холста
Cover page settings,Настройки обложки
Folio settings,Настройки фолио
Animated illustration settings,Настройки анимированной иллюстрации
"You cannot use this preset name as there is already a preset named “%s” under another project category.
Please enter a different preset name.","Это имя набора настроек использовать нельзя, так как набор с именем «%s» уже существует в другой категории проектов.
Введите другое имя набора настроек."
IP address of this device,IP-адрес этого устройства
Set to standby,Перевести в режим ожидания
End standby,Завершить режим ожидания
IP address of the device to connect,IP-адрес устройства для подключения
Connect remote control,Подключить удалённое управление
IP address format is invalid.,Неверный формат IP-адреса.
Failed to connect.,Не удалось подключиться.
Failed to set to standby,Не удалось перевести в режим ожидания
Gesture Pad,Сенсорная панель жестов
Webtoon preview,Просмотр вебтуна
Mode switch,Переключение режима
You are currently in doodle mode.,Сейчас вы находитесь в режиме набросков.
Unable to save project.,Не удалось сохранить проект.
Tap here to continue editing,"Коснитесь здесь, чтобы продолжить редактирование"
Sign up for a plan here,Оформите подписку на тариф здесь
I have a license,У меня есть лицензия
"Tap below to continue drawing
with saving disabled.","Коснитесь ниже, чтобы продолжить рисование
с отключённым сохранением."
"To use this feature, you need to purchase or sign up for a license.","Чтобы использовать эту функцию, необходимо приобрести лицензию или оформить подписку."
"To use the DeX mode feature, you need to purchase or sign up for a plan other than the smartphone plan.","Чтобы использовать функцию режима DeX, необходимо приобрести лицензию или оформить подписку на тариф, отличный от тарифа для смартфонов."
"To use this feature with the tablet UI, you need to purchase or sign up for a license.","Чтобы использовать эту функцию с интерфейсом планшета, необходимо приобрести лицензию или оформить подписку."
"Sign up for free trial
","Оформить бесплатную пробную подписку
"
"Sign up to get 
your first 6 months free","Оформите подписку и получите 
первые 6 месяцев бесплатно"
Sign up for a plan,Оформить подписку на тариф
"Create a story folder for managing multiple pages. 
The current page will be saved as new in this story folder.","Создайте папку истории для управления несколькими страницами. 
Текущая страница будет сохранена как новая в этой папке истории."
Create story folder,Создать папку истории
Settings for multi-page works,Настройки многостраничных произведений
A folder with the same name already exists in the same location. Please choose a different file name.,Папка с таким же именем уже существует в этом расположении. Выберите другое имя файла.
Save folder may not be found or it may not be folder. Select save folder again.,Папка для сохранения не найдена или не является папкой. Выберите папку для сохранения заново.
Press Browse and choose a save folder to manage multiple pages.,"Нажмите «Обзор» и выберите папку для сохранения, чтобы управлять несколькими страницами."
Enter name in [Management folder] to manage multiple pages.,"Введите имя в поле [Папка управления], чтобы управлять несколькими страницами."
Please enter a name for saving in [File name].,Введите имя для сохранения в поле [Имя файла].
Path of management file is too long.,Путь к файлу управления слишком длинный.
It may take time for processing if creating too many pages. Do you want to proceed?,Обработка может занять время при создании слишком большого числа страниц. Продолжить?
It may take time for processing if creating too many pages with template. Do you want to proceed?,Обработка может занять время при создании слишком большого числа страниц с шаблоном. Продолжить?
You need iPadOS 13 or later to change location.,Для изменения расположения требуется iPadOS 13 или новее.
"If “Save in compatibility mode” is turned off,
there is a chance that the canvas may be locked when opened in a different version.
When turned on, you can edit the file in other versions without the canvas being locked.","Если параметр «Сохранять в режиме совместимости» выключен,
холст может оказаться заблокированным при открытии в другой версии.
Когда параметр включён, файл можно редактировать в других версиях без блокировки холста."
Switch to a different layer,Переключиться на другой слой
Operate object by dragging,Управлять объектом перетаскиванием
Use 3D layer,Использовать 3D-слой
Set direction of parallel line ruler,Задать направление линейки параллельных линий
Select area by dragging,Выделить область перетаскиванием
Objects in this layer,Объекты в этом слое
Move within transformation frame by dragging,Перемещать в рамке трансформации перетаскиванием
Enable on all layers,Включить на всех слоях
Enable for 2D camera folders only,Включить только для папок 2D-камеры
Invalid blur strength. Please enter a value between %.2f and %.2f.,Неверная сила размытия. Введите значение от %.2f до %.2f.
Expansion type,Тип расширения
Draw on canvas edge,Рисовать на краю холста
Edge width is invalid. Please enter a value between %d and %d.,Неверная ширина края. Введите значение от %d до %d.
Edge width is invalid. Please enter a value between %.2f and %.2f.,Неверная ширина края. Введите значение от %.2f до %.2f.
Edging selected area,Окантовка выделенной области
Error margin of color,Допуск цвета
Selection type,Тип выделения
All layers,Все слои
Selected layer,Выбранный слой
Layer in folder,Слой в папке
New selection,Новое выделение
Add to selection,Добавить к выделению
Delete from selection,Удалить из выделения
Size of error margin of color is invalid. Please enter a value between %d and %d(%).,Неверный размер допуска цвета. Введите значение от %d до %d (%).
Expansion width,Ширина расширения
Size of expansion width is invalid. Please enter a value between %d and %d.,Неверный размер ширины расширения. Введите значение от %d до %d.
Size of expansion width is invalid. Please enter a value between %.2f and %.2f.,Неверный размер ширины расширения. Введите значение от %.2f до %.2f.
You can change the grade in future launches as well.,Уровень можно изменить и при последующих запусках.
"CLIP STUDIO PAINT EX gives you access to all features, including those for comics, animation, and novels. If you're not sure what features you need, try this first.","CLIP STUDIO PAINT EX даёт доступ ко всем функциям, включая функции для комиксов, анимации и романов. Если вы не уверены, какие функции вам нужны, попробуйте сначала эту версию."
CLIP STUDIO PAINT PRO offers the essential features for illustration and design.,CLIP STUDIO PAINT PRO предлагает базовые функции для иллюстрации и дизайна.
Learn more about the different features,Подробнее о различиях функций
"You can use all features for free for six months 
when you subscribe to EX for the first time.
 You need a subscription to be able to save your works.","Вы можете бесплатно пользоваться всеми функциями в течение шести месяцев 
при первой подписке на EX.
 Для сохранения произведений требуется подписка."
Subscribe for six month free trial,Подписаться на шестимесячную бесплатную пробную версию
"Choose from the higher grade EX or the more affordable PRO version.
Save up to 50% with an annual subscription!","Выберите версию более высокого уровня EX или более доступную версию PRO.
Экономьте до 50% с годовой подпиской!"
